word	kind	a	b	concrete_split	a_pass	b_pass	a_votes	b_votes	tier	jmdict_priority
半生	交わり無し	33	16 43 57	いいえ	割れた	割れた	3	3	jmdict	はい
半盲	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半直線	交わり無し	19	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半睡	交わり無し	30	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半端者	交わり無し	24	20	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半笑い	交わり無し	30	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半群	交わり無し	19	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半艇身	交わり無し	18	19	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半色	交わり無し	18	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半角	交わり無し	19	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半角英数字	交わり無し	31	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半身不随	交わり無し	57	56	いいえ	一致	一致	3	3	jmdict	はい
半身麻痺	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半返し	交わり無し	33 35	37	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半返し縫い	交わり無し	32	30 42	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半透膜	交わり無し	51	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半途	交わり無し	19	16	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半過去	交わり無し	16	31	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半道	交わり無し	24	17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半鐘泥棒	交わり無し	24	20	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半陰陽	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半面識	交わり無し	22	35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半音	交わり無し	19	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半順序集合	交わり無し	19	11	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
半顔メイク	交わり無し	33	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卍	交わり無し	32	18 33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卍固め	交わり無し	35	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卑湿	交わり無し	13	17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卒コン	交わり無し	35	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卒中	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卒伍	交わり無し	15	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卒原発	交わり無し	38	36	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卒検	交わり無し	31 34	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卒業検定	交わり無し	33	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卒業試験	交わり無し	34	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卒煙	交わり無し	33	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卒爾	交わり無し	13	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卒研	交わり無し	32	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卓効	交わり無し	13	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卓話会	交わり無し	27	35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卓説	交わり無し	31	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
協力合意	交わり無し	34 35	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
協力態勢	交わり無し	13 27	35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
協同収集	交わり無し	38	15 35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
協定案	交わり無し	34	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
協心戮力	交わり無し	35	14	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
協調性	交わり無し	30	35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
協議離婚	交わり無し	34	21 35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南アジア語族	交わり無し	23	31	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南京木綿	交わり無し	42	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南京焼き	交わり無し	43	40	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南京玉	交わり無し	45	40	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南京花火	交わり無し	40	46	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南呂	交わり無し	16	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南場	交わり無し	17 47	16	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南太平洋	交わり無し	52	50	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南島語族	交わり無し	23	31	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南征北伐	交わり無し	36	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南方産	交わり無し	11	17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南極	交わり無し	26 52	17	いいえ	割れた	割れた	3	3	jmdict	はい
南極圏	交わり無し	26 52	17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南極観測	交わり無し	32 50	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南氷洋	交わり無し	52	50	いいえ	一致	一致	3	3	jmdict	はい
南航	交わり無し	38	15 17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南船北馬	交わり無し	33	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
南都七大寺	交わり無し	27 44	33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単一命令操作	交わり無し	30	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単一回答	交わり無し	10	31	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単一型集合型	交わり無し	11	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単一型順序列型	交わり無し	11	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単一性	交わり無し	13	19	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単一障害点	交わり無し	10	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単位元	交わり無し	19	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単位制度	交わり無し	33	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単位料金区域	交わり無し	17 37	26	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単位行列	交わり無し	19	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単位記号	交わり無し	31	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単体テスト	交わり無し	32 38	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単体複体	交わり無し	11 18	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単体試験	交わり無し	38	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単元	交わり無し	11 19	33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単元制度	交わり無し	34 37	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単刀直入	交わり無し	30	13	いいえ	割れた	割れた	3	3	jmdict	はい
単型	交わり無し	11	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単子	交わり無し	53	51	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単射	交わり無し	10	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単層埋込み試験	交わり無し	30	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単座	交わり無し	17 44	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単式学級	交わり無し	27	33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単式簿記	交わり無し	37	30 38	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単弓類	交わり無し	53	55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単従陣	交わり無し	33	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単性説	交わり無し	11 32	33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単性論	交わり無し	30 50	10 33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単打	交わり無し	32	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単推し	交わり無し	35	22	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単数体	交わり無し	11	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単数形	交わり無し	31	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単板綱	交わり無し	53	55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単極	交わり無し	13 19	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単焦点	交わり無し	19	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単独正犯	交わり無し	36	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単独行為	交わり無し	15	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単産	交わり無し	38	27	いいえ	割れた	割れた	3	3	jmdict	はい
単眼症	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単穴	交わり無し	44	55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単純型	交わり無し	11	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単純連結処理定義	交わり無し	31	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単純階層	交わり無し	11	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単線運転	交わり無し	38	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単縦陣	交わり無し	36	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単行	交わり無し	11	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単複	交わり無し	19	31	いいえ	一致	割れた	3	3	jmdict	はい
単記	交わり無し	31	36	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単調増加	交わり無し	13 19	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単調関数	交わり無し	30 51	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単身世帯	交わり無し	20 33	26	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単身赴任者	交わり無し	20	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単適合決定表	交わり無し	31	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単項	交わり無し	11	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単項イデアル	交わり無し	30	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単項式	交わり無し	19	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単願	交わり無し	34	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
単騎	交わり無し	20	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
博奕	交わり無し	33	37	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
博学多才	交わり無し	30	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
博学者	交わり無し	20	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
博愛主義者	交わり無し	20 30	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
博愛家	交わり無し	20	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
博打	交わり無し	33	37	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
博捜	交わり無し	31	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
博物	交わり無し	32	33	いいえ	割れた	割れた	3	3	jmdict	はい
博物学	交わり無し	32 50	33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
博物館学	交わり無し	32	33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
博覧	交わり無し	32 33	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
博覧会	交わり無し	32 38	33	いいえ	割れた	一致	3	3	jmdict	はい
博識多才	交わり無し	30	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卜	交わり無し	31 33	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	はい
卜居	交わり無し	33	17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
占位	交わり無し	15	17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
占取	交わり無し	30 33	37	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
占居	交わり無し	15	17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
占屋算	交わり無し	32	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
占星	交わり無し	32	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
占星学	交わり無し	32	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
占星術	交わり無し	32	30	いいえ	割れた	一致	3	3	jmdict	はい
卦	交わり無し	33	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印	交わり無し	31 40	18	いいえ	割れた	割れた	3	3	corpus	はい
印刷プレビュー	交わり無し	31 45	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印刷配線板	交わり無し	45	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印刻	交わり無し	15	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印哲	交わり無し	32	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印字	交わり無し	15 31	32	いいえ	割れた	割れた	3	3	corpus	はい
印字後行送り	交わり無し	30	15 45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印字集団	交わり無し	27	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印字項目	交わり無し	31 40	11	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印房	交わり無し	27 44	38	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印欧	交わり無し	23	31	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印欧語族	交わり無し	23	11 31	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印泥	交わり無し	40	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印章	交わり無し	40	45	いいえ	一致	割れた	3	3	jmdict	はい
印肉	交わり無し	40 45	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印行	交わり無し	31	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印褥	交わり無し	40 56	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印象操作	交わり無し	31 36	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印鑑登録	交わり無し	34	35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印鑑証明	交わり無し	34 37	10 31	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
印顆	交わり無し	56	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
危急存亡の秋	交わり無し	16	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
危機対応	交わり無し	30	35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
危機神学	交わり無し	32	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
危険ドラッグ	交わり無し	40	51	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
危険分子	交わり無し	20 36	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
危険物	交わり無し	40	51	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
危難	交わり無し	10	13	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
危難失踪	交わり無し	10	12	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即ハメ	交わり無し	33	35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即値	交わり無し	37	19	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即値アドレス	交わり無し	31	17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即即	交わり無し	10	16	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即売会	交わり無し	35	37	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即妙	交わり無し	13	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即尺	交わり無し	33	35	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即席	交わり無し	16	13	いいえ	一致	一致	3	3	jmdict	はい
即戦力	交わり無し	24	14	いいえ	一致	割れた	3	3	jmdict	はい
即日結審	交わり無し	36	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即時型遺伝子	交わり無し	53	57	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即時関数	交わり無し	31 45	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即発中性子	交わり無し	50	51	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即納	交わり無し	37 38	15 16	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即自	交わり無し	13	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
即行	交わり無し	16	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
却下	交わり無し	36	15	いいえ	割れた	一致	3	3	corpus	はい
卵の殻	交わり無し	40 53	51	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卵円孔開存	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卵天狗茸	交わり無し	54	53	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卵子冷凍	交わり無し	38 57	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卵巣がん	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卵母細胞	交わり無し	56	57	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卵用	交わり無し	11	38	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卵胞ホルモン	交わり無し	51	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卵胞刺激ホルモン	交わり無し	51	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卵膜	交わり無し	56	55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卵色	交わり無し	13	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卵鞘	交わり無し	53	55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卸下	交わり無し	37	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
卸売市場	交わり無し	37 44	38	いいえ	割れた	一致	3	3	jmdict	はい
厄介払い	交わり無し	35	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
厚労相	交わり無し	24 36	25	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
厚化粧	交わり無し	33	18	いいえ	割れた	割れた	3	3	jmdict	はい
厚司	交わり無し	42	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
厚壁細胞	交わり無し	53	57	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
厚手	交わり無し	19	18 42	いいえ	割れた	割れた	3	3	jmdict	はい
厚様	交わり無し	20	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
厚生労働大臣	交わり無し	24 36	25	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
厚生労働相	交わり無し	24 36	25	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
厚生大臣	交わり無し	24 36	25	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
厚生経済学	交わり無し	32	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
厚相	交わり無し	24 36	25	いいえ	一致	割れた	3	3	jmdict	はい
厚膜細胞	交わり無し	53 56	54	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
厚角細胞	交わり無し	53 56	54	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
厚謝	交わり無し	37	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原キー	交わり無し	31	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原付二種	交わり無し	40	45	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原体験	交わり無し	33	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原像	交わり無し	10	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原判決	交わり無し	31 36	34	いいえ	一致	割れた	3	3	jmdict	はい
原告	交わり無し	20 34	24	いいえ	割れた	割れた	3	3	corpus	はい
原告側	交わり無し	22	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原告対被告	交わり無し	36	22	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原始文書型	交わり無し	11	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原始関数	交わり無し	10	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原子力	交わり無し	38 50	14	いいえ	割れた	一致	3	3	jmdict	はい
原子力学	交わり無し	32	33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原子力工学	交わり無し	32 38	33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原子層エピタキシー	交わり無し	32	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原子核工学	交わり無し	32	38	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原子核物理学	交わり無し	32	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原子模型	交わり無し	32 45	18	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原子物理学	交わり無し	32	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原子説	交わり無し	10	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原子雲	交わり無し	50	51	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原意	交わり無し	31	30	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原水爆	交わり無し	40	45	いいえ	一致	割れた	3	3	jmdict	はい
原注	交わり無し	31	32	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原理主義者	交わり無し	20	24	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原理運動	交わり無し	36	33	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原生保護	交わり無し	34	15	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原生動物	交わり無し	53	55	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原産物	交わり無し	40	41	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原田病	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原発事故	交わり無し	15 38	10	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原発危機	交わり無し	10 38	13 44	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原発巣	交わり無し	57	56	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原発相	交わり無し	24 36	25	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原籍	交わり無し	26	17	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原糸体	交わり無し	56	54	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原級	交わり無し	11	31	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原級留置	交わり無し	36	34	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原索動物	交わり無し	55	53	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原罪	交わり無し	10	34	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
原茸	交わり無し	54	53	いいえ	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
