word	kept	dropped	passes	tier
充てる	19	34 36 37	19 | 19 34 | 36 37	jmdict
先んずる	16	17	16 17 | 16 | 16	jmdict
先立てる	16	17 36	16 36 | 16 17 | 16	jmdict
先走る	15 16 34	17	15 16 34 | 15 16 | 16 17 34	jmdict
光らす	15 51	50	15 51 | 15 50 | 15 51	jmdict
光り輝く	50	51	50 | 50 | 51	jmdict
光る	50	13 30 51	50 | 13 50 | 30 51	jmdict
入りきる	17 19	13	13 17 | 17 19 | 17 19	jmdict
入り乱れる	13 15	11	11 15 | 13 15 | 13	jmdict
入り揚げる	30 37	15 17	30 37 | 30 37 | 15 17	jmdict
入る	17	35 37	17 | 17 | 17 35 37	jmdict
入れる	15 17	12 14 30 35	15 17 | 15 17 | 12 14 15 17 30 35	jmdict
入れ忘れる	30	15 17	15 30 | 30 | 17 30	jmdict
入れ替える	15	11	15 | 11 15 | 15	jmdict
入れ直す	15	31	15 31 | 15 | 15	jmdict
入れ込む	15 30	37	15 30 | 15 30 | 15 30 37	jmdict
入れ違う	11 15	17 35	11 15 35 | 11 17 | 11 15	jmdict
入れ違える	11 17	15	11 17 | 11 15 | 11 17	jmdict
具す	33	15 17	33 | 15 33 | 17	jmdict
兼ね仕える	36	33	33 36 | 36 | 36	jmdict
冒す	34	57	34 | 34 | 34 57	jmdict
写す	32	31	32 | 32 | 31 32	jmdict
写る	12	15	12 | 12 | 15	jmdict
冬めく	50	51	50 | 50 | 50 51	jmdict
冴え渡る	30	51	30 | 30 51 | 30	jmdict
冴え行く	15	13	15 | 15 | 13	jmdict
冴え輝く	50	15	50 | 15 50 | 50	jmdict
冷え上がる	15 51	56	51 56 | 15 51 | 15 51	jmdict
冷める	30 51	15	15 30 51 | 30 51 | 30 51	jmdict
凄む	35	36	35 36 | 35 | 35	jmdict
凌ぐ	14 34	11 13	14 34 | 14 34 | 11 13 34	jmdict
凍え付く	51	57	51 | 51 | 51 57	jmdict
凍りつく	51	15 30	51 | 51 | 15 30 51	jmdict
凍れる	51	15	51 | 51 | 15 51	jmdict
凝らす	30	32 56	30 | 30 32 | 30 56	jmdict
凝らせる	30	15	30 | 15 30 | 30	jmdict
凝る	30 32 56	51	30 56 | 30 32 56 | 30 32 51 56	jmdict
凪ぐ	50	15 51	51 | 50 | 15 50	jmdict
凭せる	15	17	15 | 15 17 | 15	jmdict
凭れる	11 17	35	17 35 | 11 17 | 11 17	jmdict
凭れ掛かる	17	33 35 36	17 36 | 17 35 | 17 33	jmdict
凹ます	15	30 34 35	15 35 | 15 34 | 15 30	jmdict
出かかる	12 15	17	15 17 | 12 15 | 12 15	jmdict
出し切る	14 19	15	14 19 | 14 19 | 15 19	jmdict
出し合う	35 37	31	31 35 37 | 35 37 | 35 37	jmdict
出し惜しむ	19	37	19 37 | 19 | 19	jmdict
出す	15 31 32 37	12 17 33 57	15 17 31 32 33 37 57 | 12 15 31 37 | 15 31 32 37	jmdict
出で立つ	15	17	15 17 | 15 | 15	jmdict
出る	12 15 17 32 37	19 31 33 34 35 38 51 52 56 57	12 15 17 32 35 37 | 12 15 17 | 12 15 17 19 31 32 33 34 37 38 51 52 56 57	jmdict
出切る	15	19	15 19 | 15 | 15	jmdict
出回る	37	12 15	37 | 15 37 | 12 37	jmdict
出尽くす	12 19	15	12 19 | 19 | 12 15 19	jmdict
出張る	17	15 35	17 | 15 17 | 17 35	jmdict
出戻る	15	17	15 | 15 17 | 15	jmdict
出払う	12 15	17	12 15 | 12 15 | 12 17	jmdict
出損なう	34	15	34 | 34 | 15 34	jmdict
出替わる	15	11 16 35	15 35 | 15 16 | 11 15	jmdict
出来す	12	15 34	12 | 12 15 | 34	jmdict
出来すぎる	13	34	13 34 | 13 | 13	jmdict
出来る	12 13 34	15 57	12 13 | 12 13 34 | 12 13 15 34 57	jmdict
出来合う	12	35	12 | 35 | 12	jmdict
出歩く	15 17	33	15 17 33 | 15 17 | 15 17	jmdict
出盛る	12	19 50	12 19 | 50 | 12	jmdict
出違う	35	11 15	35 | 35 | 11 15	jmdict
分かち与える	34	35 37	34 | 34 | 35 37	jmdict
分かち取る	37	15 34	34 37 | 37 | 15 37	jmdict
分かる	30	11	30 | 30 | 11 30	jmdict
分ける	11 15 19	35	11 15 35 | 11 15 19 | 11 15 19	jmdict
分け取る	19 37	15	15 37 | 19 37 | 19 37	jmdict
分け合う	35	37	35 | 35 37 | 35	jmdict
分け持つ	34	33	34 | 33 | 34	jmdict
分け離す	11 15	17	11 15 | 15 17 | 11 15	jmdict
切らす	19	15 56	19 56 | 19 | 15 19	jmdict
切り伏せる	15 35	34	15 35 | 15 35 | 15 34	jmdict
切り倒す	15	38	15 38 | 15 | 15	jmdict
切り入る	15	17	15 | 15 | 15 17	jmdict
切り分かつ	15	11	11 15 | 15 | 15	jmdict
切り回す	38	15	15 38 | 38 | 38	jmdict
切り捨てる	15 34	19	15 34 | 15 19 34 | 15 34	jmdict
切り立つ	17	15	17 | 17 | 15 17	jmdict
切り立てる	15	17	15 | 15 17 | 15	jmdict
切り詰める	15 19	37	15 19 | 15 19 37 | 19	jmdict
切り込む	15 17 31	35	15 17 31 | 15 | 15 17 31 35	jmdict
切り通す	15 34	17	15 17 34 | 15 | 15 34	jmdict
切り違える	15	35	15 | 15 35 | 15	jmdict
切り開く	15	17 34 38	15 | 15 34 | 15 17 38	jmdict
切り離す	11 15	17	11 15 | 15 17 | 11 15	jmdict
切り離れる	15	11	11 15 | 15 | 15	jmdict
切る	15	35	15 | 15 35 | 15	jmdict
切羽詰まる	13	30	13 30 | 13 | 13	jmdict
刈り上げる	15 56	38	15 38 56 | 15 | 15 56	jmdict
刈り干す	15 38	51	15 38 | 15 38 | 15 51	jmdict
刈り込む	15	38	15 | 15 38 | 15	jmdict
刈る	15 38	56	15 38 56 | 15 38 | 15 38	jmdict
刎ねる	15 56	57	15 56 | 15 57 | 15 56	jmdict
判じる	30	10	30 | 10 30 | 30	jmdict
別れる	35	15	35 | 15 35 | 35	jmdict
利かせる	14	30	14 | 14 30 | 14	jmdict
制す	36	14	36 | 36 | 14 36	jmdict
刷る	32	15	15 32 | 32 | 32	jmdict
刺し違える	15 35	56	15 35 | 15 35 | 15 35 56	jmdict
刺す	15 56	35	15 35 | 15 56 | 15 56	jmdict
刻みつける	15 30	32	15 30 32 | 15 30 | 15 30	jmdict
刻み出す	15 32	17	15 17 32 | 15 32 | 15 32	jmdict
刻み込む	15 30	32	15 30 | 15 30 32 | 15 30	jmdict
剃り落とす	15	56	15 56 | 15 | 15	jmdict
削ぐ	15 19	30	15 | 15 19 30 | 15 19	jmdict
削げる	15 19	30 56	15 19 30 | 15 56 | 15 19	jmdict
剥ぎ取る	15	37	15 | 15 37 | 15	jmdict
剥く	15	56	15 56 | 15 | 15	jmdict
剥げる	15	51	15 | 15 51 | 15	jmdict
剥げ落ちる	15	51	15 51 | 15 | 15	jmdict
剥れる	15	30	15 | 30 | 15	jmdict
割り付ける	32	15 19 36 38	19 | 32 36 | 15 32 38	jmdict
割り出す	30	19	30 | 30 | 19 30	jmdict
割り切る	30	15 19	15 30 | 30 | 19 30	jmdict
割れる	11 15	51	11 15 | 11 15 | 11 15 51	jmdict
劈く	15	50	15 | 15 50 | 15	jmdict
力んで見せる	14	34	14 | 14 34 | 14	jmdict
加える	15 19	35	15 19 | 15 19 35 | 15 19	jmdict
加わる	19 35	11 15	11 15 | 19 35 | 19 35	jmdict
助ける	35	34	35 | 35 | 34	jmdict
助け上げる	15 34	35	34 | 15 34 | 15 35	jmdict
助け起こす	15 34	56	15 34 56 | 15 34 | 15 34	jmdict
励ます	30 35	36	36 | 30 35 | 30 35	jmdict
励む	33	34	33 | 33 | 33 34	jmdict
労る	35	36	35 | 36 | 35	jmdict
効く	14	11	14 | 14 | 11	jmdict
勇気づける	30	35	30 35 | 30 | 30	jmdict
動く	15	30 38	15 | 15 30 38 | 15	jmdict
務める	34 38	33	33 34 | 34 38 | 34 38	jmdict
勝ち得る	34	37	34 | 34 37 | 34	jmdict
勝ち抜く	34	35	34 | 34 35 | 34	jmdict
勝ち残る	34	12 15	12 34 | 15 34 | 34	jmdict
勝ち誇る	30 34	31	30 34 | 30 31 | 30 34	jmdict
勝つ	34	35	34 | 34 35 | 34	jmdict
募らす	30	15	15 30 | 30 | 30	jmdict
募る	30 35	19 34 37	19 35 37 | 30 35 | 30 34	jmdict
勤しむ	33	38	33 | 33 38 | 33	jmdict
勤める	33 38	34	33 38 | 33 | 34 38	jmdict
勤め上げる	34 38	15 33	34 38 | 15 38 | 33 34	jmdict
勤め働く	33	38	33 | 33 | 33 38	jmdict
匂い立つ	50	51	51 | 50 | 50	jmdict
匂う	50	56	50 | 50 56 | 50	jmdict
匂わす	31 50	51	31 50 | 31 51 | 31 50	jmdict
包み隠す	15	10 31	10 | 15 | 15 31	jmdict
包み飾る	32 33	15	32 | 15 33 | 32 33	jmdict
化かす	35	10	10 35 | 35 | 35	jmdict
匿う	35	36	35 | 36 | 35	jmdict
卑しめる	36	30 35	35 | 36 | 30 36	jmdict
占い当てる	30	10	30 | 10 30 | 30	jmdict
印す	31	32	31 32 | 31 | 31	jmdict
印象付ける	30	15	15 30 | 30 | 30	jmdict
危ながる	30	13	30 | 13 30 | 30	jmdict
去る	15 17	16 57	15 16 57 | 15 17 | 15 17	jmdict
参じる	17	15 35	15 17 | 17 | 17 35	jmdict
参ずる	17	35	17 35 | 17 | 17	jmdict
参らせる	35	34	35 | 34 35 | 35	jmdict
参る	17 34 56 57	13 15 30	17 30 34 56 57 | 17 34 57 | 13 15 17 34 56 57	jmdict
及ぼす	11 14	15	11 15 | 14 | 11 14	jmdict
反らせる	15	56	15 56 | 15 | 15	jmdict
反りくり返る	56	15 33	33 | 56 | 15 56	jmdict
反り上がる	15	17	15 | 15 17 | 15	jmdict
反り返る	15 33	56	33 | 15 33 56 | 15	jmdict
反る	15	33	15 | 15 33 | 15	jmdict
収まる	15 17	12 13 19 30 35	13 15 17 35 | 15 17 30 | 12 19	jmdict
収める	15 34 37	17 35	15 34 37 | 15 34 35 37 | 15 17 34 37	jmdict
取って参る	17 37	15	17 37 | 15 | 17 37	jmdict
取って食う	57	33 35	57 | 57 | 33 35	jmdict
取っ付く	15	11 17	15 | 15 17 | 11 15	jmdict
取っ組む	35	15	15 35 | 35 | 35	jmdict
取りこめる	15	17 35	15 35 | 15 | 15 17	jmdict
取りすがる	35	15	35 | 35 | 15 35	jmdict
取りまとめる	15 38	34	15 38 | 15 34 38 | 15 38	jmdict
取りやめる	15	34	15 34 | 15 | 15	jmdict
取り上げる	15 31 36	57	15 31 36 | 15 31 36 | 15 31 36 57	jmdict
取り下ろす	15	17 37	15 17 | 15 37 | 15	jmdict
取り付く	15	17	15 | 15 | 15 17	jmdict
取り付ける	15 35	34	15 34 | 15 35 | 15 35	jmdict
取り入れる	15 30 38	17	17 30 38 | 15 38 | 15 30 38	jmdict
取り切る	15 19	37	15 19 | 15 19 | 15 37	jmdict
取り回す	15 38	36	15 38 | 15 38 | 15 36	jmdict
取り囲む	17	15	15 17 | 17 | 17	jmdict
取り尽くす	15 19	37	15 19 | 15 19 | 15 19 37	jmdict
取り巻く	17	11	17 | 17 | 11 17	jmdict
取り憑く	12	15 30	12 30 | 12 | 15	jmdict
取り押さえる	14 35	15	14 15 | 14 35 | 14 35	jmdict
取り拉ぐ	14	34	14 | 14 34 | 14	jmdict
取り捌く	38	34	34 38 | 38 | 38	jmdict
取り揃える	15	37	15 | 37 | 15	jmdict
取り散らかす	15	33	15 | 15 33 | 15	jmdict
取り散らす	15	17	15 | 15 17 | 15	jmdict
取り替える	15	11 37	15 37 | 15 | 11 15	jmdict
取り消す	15	31 34	15 34 | 15 31 | 15	jmdict
取り潰す	15 38	36	15 36 | 15 38 | 15 38	jmdict
取り澄ます	30	33	30 | 30 33 | 30	jmdict
取り片付ける	15 33	34	15 33 | 33 34 | 15 33	jmdict
取り直す	15	30 32	15 | 15 30 | 15 32	jmdict
取り紛れる	30	11	30 | 11 30 | 30	jmdict
取り組む	34 38	35	34 38 | 34 | 35 38	jmdict
取り結ぶ	35	11	11 35 | 35 | 35	jmdict
取り繕う	15	13 34	15 | 13 15 | 34	jmdict
取り調べる	35	36	35 | 35 | 36	jmdict
取り運ぶ	15	17 38	15 17 | 15 | 15 38	jmdict
取り鎮める	35 36	15	15 35 | 35 36 | 35 36	jmdict
取る	15 37	30 32 33	15 30 33 37 | 15 37 | 15 32 37	jmdict
取れる	15 30 37	35	15 37 | 15 30 37 | 15 30 35 37	jmdict
受け取る	37	30	37 | 37 | 30 37	jmdict
受け持つ	36	34 38	36 | 36 38 | 34 36	jmdict
受け継ぐ	15	34 36 37	15 34 | 15 | 36 37	jmdict
叙す	31	36	31 | 31 | 31 36	jmdict
口説き落とす	35	31	35 | 35 | 31 35	jmdict
古びる	15	16	15 | 15 | 15 16	jmdict
古び衰える	14 15	57	14 15 | 14 15 | 15 57	jmdict
古ぼける	15	13	13 15 | 15 | 15	jmdict
叩き上げる	15 34	33	15 33 34 | 15 34 | 15 34	jmdict
叩き伏せる	15 35	34	15 34 35 | 15 35 | 15 35	jmdict
叩き出す	15 35	36	15 36 | 15 35 | 15 35	jmdict
叩き切る	15	14	14 15 | 15 | 15	jmdict
叩き潰す	15 35	14	14 15 | 15 35 | 15 35	jmdict
叩き直す	15	34	15 | 15 34 | 15	jmdict
叩き落とす	15	14	14 15 | 15 | 15	jmdict
召し上げる	36	37	36 37 | 36 | 36	jmdict
召し使う	36	38	36 | 36 | 36 38	jmdict
召し寄せる	36	15	36 | 36 | 15 36	jmdict
召し抱える	38	36	36 38 | 38 | 38	jmdict
召し連れる	35	15 17	17 35 | 35 | 15 35	jmdict
召す	33 36 56 57	35	33 36 56 | 33 36 57 | 33 35 56 57	jmdict
叱る	36	35	35 36 | 36 | 36	jmdict
叶う	34	12	34 | 34 | 12	jmdict
合す	11	15	11 | 11 15 | 11	jmdict
合わす	11 15	35	11 15 | 11 15 | 11 15 35	jmdict
合わせ行なう	34	11 35	34 35 | 11 34 | 34	jmdict
吊り下がる	17	15	15 17 | 17 | 17	jmdict
吊るし上げる	35	15 36	35 36 | 15 35 | 35	jmdict
同じる	11 35	36	11 36 | 11 35 | 35	jmdict
同ずる	35	11	35 | 11 | 35	jmdict
名乗り出る	31	15 34	15 31 | 31 | 31 34	jmdict
吐き出す	15 31 56	51	15 31 51 56 | 15 31 56 | 15 31 56	jmdict
吐き戻す	57	56	57 | 56 57 | 57	jmdict
吐き捨てる	15 31	56	15 31 | 15 31 56 | 15 31	jmdict
吐く	31 56	57	31 56 57 | 31 56 | 31 56	jmdict
向く	13 17	15	13 15 17 | 13 17 | 13 17	jmdict
吟ずる	32	31	31 32 | 32 | 32	jmdict
吠え出す	15 31	57	15 31 | 15 31 | 15 57	jmdict
否む	10 34	35	10 34 | 10 34 | 10 35	jmdict
含ます	15 19	56	15 19 | 15 56 | 15 19	jmdict
含ませる	11 15	31	11 15 31 | 11 | 15	jmdict
含む	11 30	19 56	11 | 11 30 56 | 11 19 30	jmdict
含める	11	19	11 19 | 11 | 11	jmdict
吸い上げる	15 37	31	15 37 | 15 31 37 | 15 37	jmdict
吸い付く	15	17	15 | 15 17 | 15	jmdict
吸い付ける	15	56	15 | 15 56 | 15	jmdict
吸い寄せる	15	14 30	14 15 | 15 | 15 30	jmdict
吸い込む	15 56	57	15 56 | 15 56 | 15 57	jmdict
吸う	15 56	33	15 56 | 15 33 56 | 15 56	jmdict
吹かす	31 33 51	15	15 31 33 51 | 31 51 | 31 33 51	jmdict
吹きこぼれる	15 51	19	15 51 | 19 51 | 15 51	jmdict
吹きすさぶ	50	51	51 | 50 | 50	jmdict
吹きまくる	51	50	51 | 50 | 51	jmdict
吹き下ろす	51	15	15 51 | 51 | 51	jmdict
吹き倒す	15 51	14	15 51 | 15 51 | 14 15 51	jmdict
吹き出る	12 51	15	12 51 | 12 51 | 15 51	jmdict
吹き募る	15 50	51	15 50 | 15 51 | 50	jmdict
吹き始める	15 51	50	15 51 | 15 50 | 15 51	jmdict
吹き払う	15	30	15 | 15 | 15 30	jmdict
吹き抜く	15 51	50	15 51 | 15 50 | 15 51	jmdict
吹き替える	32	31	32 | 31 32 | 32	jmdict
吹き渡る	17 51	15	15 51 | 17 51 | 17 51	jmdict
吹き荒れる	51	50	51 | 51 | 50 51	jmdict
吹き込む	15 30 32	17 31 51	15 17 30 32 | 15 31 32 51 | 15 30 32	jmdict
吹き通す	15 51	17 50	15 50 | 15 51 | 17 51	jmdict
吹き頻る	51	50	50 51 | 51 | 51	jmdict
吹き飛ばす	15	51	15 51 | 15 | 15	jmdict
吹き飛ぶ	15	30 51	15 | 15 30 51 | 15	jmdict
吹く	32 51 56	31	31 32 51 | 32 51 56 | 32 51 56	jmdict
吹っかける	35 37	51	35 37 | 35 37 51 | 35 37	jmdict
吹っ飛ぶ	15	12	15 | 15 | 12 15	jmdict
呈す	31	13 37	31 | 31 | 13 37	jmdict
呪い殺す	57	34	34 57 | 57 | 57	jmdict
呪う	30	35	30 35 | 30 | 30	jmdict
呼びにやる	31	15 35	35 | 31 | 15 31	jmdict
呼び上げる	31	35	31 | 31 35 | 31	jmdict
呼び入れる	35	15 17 31	17 31 | 15 35 | 35	jmdict
呼び出す	31 35	36	31 35 | 31 35 36 | 31 35	jmdict
呼び回る	17 31	15	17 31 | 17 31 | 15 31	jmdict
呼び寄せる	31 35	17	17 31 | 31 35 | 31 35	jmdict
呼び慣れる	30 31	13	13 | 30 31 | 30 31	jmdict
呼び止める	15 31	35	15 31 35 | 15 31 | 15 31	jmdict
呼び立てる	31 35	36	31 35 | 31 36 | 31 35	jmdict
呼び覚ます	15 30	57	30 57 | 15 30 | 15 30	jmdict
呼び起こす	15 30	31 57	15 31 | 15 30 57 | 15 30	jmdict
呼び込む	15 31 38	35	15 31 38 | 31 35 38 | 15 31	jmdict
呼び迎える	35	31	35 | 31 35 | 35	jmdict
呼び集める	31 35	15	15 31 | 31 35 | 35	jmdict
和ぐ	13 50	15 30	13 30 50 | 13 15 | 13 50	jmdict
和ます	30	13	30 | 30 | 13 30	jmdict
和む	30	13	30 | 13 30 | 30	jmdict
和らぐ	13 15	30	15 | 13 15 30 | 13 15	jmdict
咲き匂う	57	50	50 57 | 57 | 57	jmdict
咲き渡る	50	17 57	17 50 | 57 | 50	jmdict
咳き上げる	56	15 57	56 | 15 56 | 56 57	jmdict
哭く	30 56	57	30 57 | 30 56 | 30 56	jmdict
唆る	30	35	30 | 30 35 | 30	jmdict
唸り出す	15	50 51 56	15 51 56 | 15 50 | 15	jmdict
唾く	56	15	56 | 15 56 | 56	jmdict
問いかける	31	35	31 | 31 | 31 35	jmdict
問いただす	31	35	31 | 31 | 31 35	jmdict
問い合わす	31	35	31 | 31 | 31 35	jmdict
問う	31	34	31 | 31 34 | 31	jmdict
啜る	33	56	33 | 33 | 56	jmdict
善がる	30	56	30 56 | 30 | 30	jmdict
喚く	31	30	30 31 | 31 | 31	jmdict
喜ばす	30	36	30 | 30 | 30 36	jmdict
喫す	34	33	34 | 34 | 33 34	jmdict
喫む	33	56	56 | 33 | 33	jmdict
嗄れる	56	15	56 | 56 | 15 56	jmdict
嗅ぎ分ける	11 56	30	30 56 | 11 56 | 11 56	jmdict
嘆く	30	31	30 31 | 30 | 30	jmdict
嘔吐く	57	56	56 | 57 | 57	jmdict
嘲り笑う	35	30	35 | 30 35 | 35	jmdict
嘶く	57	31	57 | 57 | 31	jmdict
噎せる	56	57	56 | 56 | 57	jmdict
噛みこなす	30 56	15	15 30 | 30 56 | 30 56	jmdict
噛み分ける	11 30	56	11 56 | 11 30 | 11 30	jmdict
噛み合う	11 13	15	11 15 | 11 13 | 13	jmdict
噛み殺す	15 30 57	56	56 57 | 15 30 57 | 15 30 57	jmdict
噴く	51	15	51 | 51 | 15 51	jmdict
囃す	31 35	32	31 35 | 32 35 | 31 35	jmdict
囚われる	30	15 35 36	30 36 | 30 35 | 15 30	jmdict
四角張る	13	15	13 15 | 13 | 13	jmdict
回す	15 36	38	15 36 | 15 36 38 | 15 36	jmdict
困じる	30	13	30 | 13 30 | 30	jmdict
困ずる	30	13	30 | 13 | 30	jmdict
困らせる	13	30 35	30 35 | 13 | 13	jmdict
困る	30	13	30 | 30 | 13 30	jmdict
囲い込む	17 36	15 37	17 37 | 17 36 | 15 36	jmdict
囲う	17	36	17 | 17 36 | 17	jmdict
固まる	15 51	13	15 51 | 13 15 51 | 15 51	jmdict
固める	15	51	15 | 15 51 | 15	jmdict
圧し掛かる	14 15	30	14 15 30 | 14 15 | 14 15	jmdict
圧し込む	15	14 17	14 15 17 | 15 | 15	jmdict
均す	15	19	15 | 15 | 15 19	jmdict
垂らし込む	15	35 51	15 51 | 15 | 35	jmdict
垂れ下がる	17	15	17 | 15 17 | 17	jmdict
垂れ込める	17 51	50	17 51 | 17 50 | 51	jmdict
垢じみる	15	13	13 | 15 | 15	jmdict
垣間見える	12	17	12 | 12 17 | 12	jmdict
埋け込む	15	17	15 | 15 17 | 15	jmdict
埋まる	12 17	15 19	15 19 | 12 17 | 12 17	jmdict
埋め合わす	19	15	15 19 | 19 | 19	jmdict
埋め尽くす	15 19	17	15 19 | 15 19 | 17 19	jmdict
執る	32 36	15 38	32 36 | 32 36 | 15 32 36 38	jmdict
培う	30	15 38	30 | 15 30 | 30 38	jmdict
堪り兼ねる	13	30	13 | 13 | 30	jmdict
堪る	14	13	14 | 13 | 14	jmdict
報いる	35	36	36 | 35 | 35	jmdict
報う	34	36	34 | 34 36 | 34	jmdict
報ずる	31	34 35	31 34 | 31 | 31 35	jmdict
塗りこむ	15	32	15 | 15 | 15 32	jmdict
塗りつぶす	15	32	15 | 15 32 | 15	jmdict
塗り消す	15	31	15 31 | 15 | 15	jmdict
塗り直す	15	32	15 | 15 | 15 32	jmdict
塗り重ねる	15	32	15 32 | 15 | 15	jmdict
塗る	15	32	15 | 15 | 15 32	jmdict
増え続ける	19	15	19 | 15 19 | 19	jmdict
増す	19	13 15	19 | 15 19 | 13 19	jmdict
売りつける	37	35 36	35 37 | 36 37 | 37	jmdict
売り出す	37	15 38	37 38 | 37 | 15 37	jmdict
売り切る	37	15	37 | 37 | 15 37	jmdict
売り尽くす	37	19	19 37 | 37 | 37	jmdict
売り広める	31 37	38	31 37 | 31 37 | 31 37 38	jmdict
売り抜ける	37	34 38	37 38 | 37 | 34 37	jmdict
売り歩く	37	15 17	17 37 | 37 | 15 37	jmdict
売り渋る	37	13 30	30 37 | 37 | 13 37	jmdict
売り込む	37	38	37 38 | 37 | 37	jmdict
売る	37	35	35 37 | 37 | 37	jmdict
売れる	37	34	34 37 | 37 | 37	jmdict
変わりゆく	15	16	15 | 15 | 15 16	jmdict
変わる	15	11	15 | 15 | 11 15	jmdict
外す	15 17 34	36	15 17 | 15 17 34 36 | 15 34	jmdict
外れる	11 15 17	10 34	10 11 15 | 11 15 17 | 11 15 17 34	jmdict
大人びる	15 57	13	15 | 13 57 | 15 57	jmdict
大人ぶる	33	13	13 33 | 33 | 33	jmdict
天下る	36	15 38	38 | 15 36 | 36	jmdict
天翔る	17	52	17 52 | 17 | 17	jmdict
太る	56	19 57	19 56 | 57 | 56	jmdict
失う	12 37 57	30	37 | 12 30 37 57 | 12 37 57	jmdict
失せる	12	15	12 15 | 12 | 12	jmdict
失せ去る	12	15	12 | 12 | 12 15	jmdict
奉る	36	34	34 36 | 36 | 36	jmdict
奢る	30 37	33	30 37 | 30 37 | 33 37	jmdict
奪い去る	15 37	35	15 37 | 15 37 | 15 35 37	jmdict
奪い返す	37	15 35	35 37 | 15 37 | 37	jmdict
奪う	15 35 37	14	14 35 37 | 15 37 | 15 35 37	jmdict
奮う	14	30	14 | 14 | 14 30	jmdict
好き合う	30	35	30 35 | 30 | 30	jmdict
妨げる	14	15 34	14 34 | 14 | 14 15	jmdict
威張りくさる	35	36	35 | 35 | 36	jmdict
威張り散らす	35	36	35 | 36 | 35	jmdict
婀娜めく	13	33	13 | 33 | 13	jmdict
嬲り殺す	35 57	34	35 57 | 34 57 | 35 57	jmdict
守りきる	34 36	35	34 36 | 34 36 | 34 35	jmdict
守り抜く	34	36	34 | 34 36 | 34	jmdict
守る	34	36	34 36 | 34 | 34	jmdict
定まる	15	11 13 30	13 15 | 15 30 | 11 15	jmdict
定める	30 36	34	30 36 | 30 36 | 34 36	jmdict
宥めすかす	35	30	35 | 35 | 30 35	jmdict
宥める	35	30	35 | 30 35 | 35	jmdict
害す	14 34	15 56	14 56 | 15 34 | 14 34	jmdict
宿る	12	17 57	12 17 | 12 57 | 12	jmdict
寂れる	15	12	15 | 12 15 | 15	jmdict
寄せる	15 17 30 31	35	15 17 | 15 17 30 31 35 | 15 17 30 31	jmdict
寄せ付ける	17	15 35	17 35 | 15 | 17	jmdict
寄せ合う	17 35	15	17 | 15 35 | 17 35	jmdict
寄せ集める	15	17	15 17 | 15 | 15	jmdict
寄りかかる	17	33 56	17 56 | 17 | 17 33	jmdict
寄りすがる	17 30	35	35 | 17 30 | 17 30	jmdict
寄り切る	15 35	34	15 35 | 15 34 | 15 35	jmdict
寄り合う	17 35	15	17 35 | 17 35 | 15 35	jmdict
寄り集まる	17	12 15 35	12 | 17 35 | 15 17	jmdict
寄る	17	15	17 | 15 17 | 17	jmdict
寄越す	35 37	17	35 | 35 37 | 17 37	jmdict
富む	19	37	19 | 19 | 19 37	jmdict
寒がる	56	30	30 56 | 56 | 56	jmdict
寒気立つ	56	57	56 57 | 56 | 56	jmdict
寛ぐ	33	30	33 | 30 | 33	jmdict
寛げる	33	30	33 | 30 | 33	jmdict
寝かせる	15 57	33 37	15 33 57 | 15 57 | 15 37 57	jmdict
寝すぎる	57	19	57 | 19 57 | 57	jmdict
寝る	57	33	33 57 | 57 | 57	jmdict
寝れる	57	56	56 | 57 | 57	jmdict
寝付く	57	15	57 | 15 57 | 57	jmdict
寝忘れる	16 57	30	30 57 | 16 | 16 57	jmdict
寝直す	57	15	57 | 57 | 15 57	jmdict
寝返る	35	15 33	33 35 | 15 35 | 35	jmdict
寿ぐ	35	31	31 35 | 35 | 35	jmdict
射し込む	17 50	15 52	17 50 | 15 50 | 17 52	jmdict
射抜く	15	30	15 30 | 15 | 15	jmdict
射止める	15 34	35	15 34 | 15 34 35 | 15 34	jmdict
射落とす	15	34 57	15 | 15 34 | 15 57	jmdict
尊ぶ	30	36	30 | 30 | 36	jmdict
導く	17 36	11 15	36 | 15 17 36 | 11 17	jmdict
小ましゃくれる	30	33	30 | 30 | 33	jmdict
小洒落る	13	15	13 | 13 | 13 15	jmdict
小突き回す	15 35	56	15 35 56 | 15 35 | 15 35	jmdict
尖らす	15	30	15 | 15 | 15 30	jmdict
尖らせる	15	30	15 | 15 | 15 30	jmdict
尖る	15	30	15 | 15 | 15 30	jmdict
就く	33 38	15 17 30 36 57	15 17 30 36 38 57 | 33 38 | 33 38	jmdict
尽きる	12 19	15 57	12 19 | 12 15 | 12 19 57	jmdict
尽き果てる	12 19	15	12 19 | 12 19 | 15 19	jmdict
尽くす	19 34	14 15 36	19 34 | 19 34 36 | 14 15 34	jmdict
居合わす	12	35	12 | 12 35 | 12	jmdict
居合わせる	12	17	12 | 12 | 12 17	jmdict
居座る	17	12 33	17 | 17 33 | 12 17	jmdict
居直る	35	33	35 | 33 35 | 35	jmdict
居眠る	57	33	33 57 | 57 | 57	jmdict
居続ける	12 16	17	12 16 | 12 16 17 | 12 16	jmdict
屈む	33	56	33 | 33 | 56	jmdict
届く	17	15 19 31	15 | 17 31 | 17 19	jmdict
届ける	15 31	17 35	15 31 | 15 17 35 | 15 31	jmdict
届け出る	31	34	31 | 31 34 | 31	jmdict
