word	kept	dropped	passes	tier
切り通す	15	34	15 34 | 15 | 15	jmdict
切り進む	15 34	17	15 34 | 15 34 | 15 17	jmdict
切り違える	15	35	15 35 | 15 | 15	jmdict
切る	15	34	15 | 15 | 15 34	jmdict
切れ込む	15	17	15 17 | 15 | 15	jmdict
切羽詰まる	13 30	34	13 34 | 13 30 | 13 30	jmdict
刈り葺く	15 33	38	15 33 | 15 38 | 15 33	jmdict
刎ねる	15	34 57	15 34 | 15 57	jmdict
判じる	30	34	30 | 30 34 | 30	jmdict
判ずる	30	10	30 | 10 30 | 30	jmdict
制す	36	34	36 | 36 | 34 36	jmdict
刷く	32	38	32 38 | 32 | 32	jmdict
刷り損なう	34	15	34 | 15 34 | 34	jmdict
刷り込む	30	15	30 | 15 30 | 30	jmdict
刷る	32 38	15	32 38 | 15 32 38 | 32 38	jmdict
刺し殺す	15 34	57	15 34 | 15 57 | 15 34	jmdict
刺す	15	30	15 30 | 15 | 15	jmdict
刻み込む	15 32	30	15 32 | 15 32 | 15 30	jmdict
剃る	33	56	33 | 33 56 | 33	jmdict
剪る	15	33	15 | 15 33 | 15	jmdict
割り付ける	15 36	38	15 38 | 15 36 | 15 36	jmdict
割り切る	30	15 34	30 34 | 30 | 15 30	jmdict
割り切れる	13	15 19	13 19 | 13 15 | 13	jmdict
割り当てる	37	36 38	36 37 | 37 | 37 38	jmdict
割り振る	36	15	36 | 36 | 15 36	jmdict
割り解す	15	30	15 30 | 15 | 15	jmdict
剽げる	15	37	15 | 15 | 37	jmdict
力づく	30	14	14 30 | 30 | 30	jmdict
劣る	13	19 34	13 | 13 34 | 13 19	jmdict
助かる	34	57	34 | 34 | 34 57	jmdict
助ける	34 35	36	34 36 | 34 35 | 34 35	jmdict
助け合う	35	34	35 | 35 | 34 35	jmdict
助け起こす	15 34	35	15 34 | 34 35 | 15 34	jmdict
励ます	30 34	36	30 34 | 30 36 | 30 34	jmdict
労う	35	33 36	33 35 | 35 | 35 36	jmdict
労る	33	35 36	33 35 | 33 36 | 33	jmdict
効く	15	30	15 | 15 30 | 15	jmdict
勇み立つ	30	15 34	30 34 | 30 | 15 30	jmdict
勇む	30	34	30 34 | 30 | 30	jmdict
動き回る	15 33	17	15 17 | 15 33 | 15 33	jmdict
動き掛ける	15	33	15 33 | 15 | 15	jmdict
務める	34 38	33	33 34 38 | 34 38 | 34 38	jmdict
勝ちっ放す	34	35	34 35 | 34 | 34	jmdict
勝ち取る	34	37	34 | 34 37 | 34	jmdict
勝ち抜く	34 35	15	15 34 | 34 35 | 34 35	jmdict
勝ち放す	34	15 35	34 | 34 35 | 15 34	jmdict
勝ち越す	34	15 35	34 | 34 35 | 15 34	jmdict
勝ち通す	34 35	15	34 35 | 34 35 | 15 34 35	jmdict
募らす	15 19	30	15 19 | 19 30 | 15 19	jmdict
募る	19 30	15	15 19 | 19 30 | 19 30	jmdict
勢いづく	14 15	30	14 15 | 14 15 | 15 30	jmdict
勢い込む	30	15 33	30 | 30 33 | 15 30	jmdict
勤め上げる	34	15 38	15 34 | 34 | 34 38	jmdict
勤め行なう	33 38	34	33 34 | 33 38 | 33 38	jmdict
勿体ぶる	33	34	33 | 33 34 | 33	jmdict
匂う	50	56	50 | 50 56 | 50	jmdict
包み込む	15	17	15 | 15 17 | 15	jmdict
包み隠す	31	15 34	31 34 | 31 | 15	jmdict
包み飾る	15 32	33	32 | 15 32 | 15 33	jmdict
包める	15	33	15 | 15 33 | 15	jmdict
化かす	30 35	15	30 35 | 35 | 15 30	jmdict
匿う	36	34	36 | 36 | 34	jmdict
卑しめる	36	30	36 | 36 | 30 36	jmdict
博す	37	34	37 | 34 37 | 37	jmdict
占い当てる	30	31 34	30 31 | 30 | 30 34	jmdict
占める	17	36 37	17 36 | 17 37 | 17	jmdict
印す	32	15	32 | 32 | 15 32	jmdict
即す	11	34	11 | 11 | 34	jmdict
参じる	33 35	17	35 | 33 35 | 17 33	jmdict
参ずる	35	30	35 | 35 | 30 35	jmdict
参らせる	30 34	36	34 36 | 30 34 | 30 34	jmdict
参る	30 34	17	30 34 | 17 30 | 30 34	jmdict
及ぶ	11 15	19	11 15 | 11 15 | 11 19	jmdict
及ぼす	15	14	14 15 | 15 | 15	jmdict
反り返る	15	33	33 | 15 | 15	jmdict
収まる	15	17	15 | 15 | 15 17	jmdict
収める	15 36	37	15 36 | 15 36 | 15 36 37	jmdict
取っちめる	35	34	34 35 | 35	jmdict
取って代わる	15	36 37	15 37 | 15 36 | 15	jmdict
取って返す	15 17	35	15 17 | 15 17 | 15 35	jmdict
取って食う	33	34 35	33 | 34 35 | 33	jmdict
取っ組む	35	15	35 | 15 35 | 35	jmdict
取りこぼす	15 19	34	34 | 15 19 | 15 19	jmdict
取りはぐれる	15 34	19	15 34 | 15 19 | 15 34	jmdict
取りまとめる	15 34	36 38	34 38 | 15 36 | 15 34	jmdict
取り上げる	15 34	36 37	15 34 | 15 34 36 | 15 34 37	jmdict
取り下ろす	15	37	15 | 15 37 | 15	jmdict
取り入る	37	38	37 | 37 | 37 38	jmdict
取り入れる	15 37	38	15 37 38 | 15 37 | 15 37	jmdict
取り出す	15	17 37	15 17 | 15 37 | 15	jmdict
取り壊す	15	38	15 38 | 15 | 15	jmdict
取り巻く	15 17	35	15 35 | 15 17 | 15 17	jmdict
取り広げる	15	38	15 | 15 38 | 15	jmdict
取り憑く	30	15	15 30 | 30 | 30	jmdict
取り扱う	15 38	34	15 38 | 15 38 | 34 38	jmdict
取り押さえる	34 35	36	34 35 | 34 36 | 34 35	jmdict
取り持つ	35	36	35 | 35 | 35 36	jmdict
取り捌く	37 38	15	15 37 38 | 38 | 37 38	jmdict
取り損ねる	34	15	34 | 34 | 15 34	jmdict
取り散らす	15	17	15 | 15 | 15 17	jmdict
取り決める	34 36	11	34 36 | 11 36 | 34 36	jmdict
取り混ぜる	15	19	15 19 | 15 | 15	jmdict
取り潰す	15 36	38	15 36 | 15 36 | 36 38	jmdict
取り立てる	36 37	15	36 37 | 36 37 | 15 37	jmdict
取り紛れる	15 33	30	15 33 | 15 33 | 15 30	jmdict
取り繕う	31 34	33	31 33 | 31 34 | 31 34	jmdict
取り置く	37	15	37 | 37 | 15 37	jmdict
取り計らう	34 36	38	34 36 38 | 34 36 | 34 36	jmdict
取り込む	15 37	38	15 37 | 15 38 | 15 37	jmdict
取り返す	15 34	37	15 34 | 15 34 37 | 15 34	jmdict
取り違える	15	11 30	15 | 11 15 | 15 30	jmdict
取り鎮める	36	15	36 | 15 36 | 36	jmdict
取れる	15 37	34	15 37 | 15 34 | 15 37	jmdict
受ける	15 34 35	30	15 30 34 35 | 15 34 35 | 34 35	jmdict
受け付ける	15	30 34 35	15 35 | 15 30 | 15 34	jmdict
受け入れる	35	30 34	30 35 | 34 35 | 35	jmdict
受け止める	15 34 35	30	15 30 35 | 15 34 35 | 15 34	jmdict
受け続ける	15 34	35	15 34 | 15 34 | 15 35	jmdict
叙す	36	31	36 | 31 36 | 36	jmdict
口ずさむ	31	32 33	31 | 31 33 | 31 32	jmdict
口説き落とす	31 35	34	31 35 | 31 35 | 31 34	jmdict
古びる	15	50	15 50 | 15 | 15	jmdict
叩き上げる	15 34	36 38	34 36 | 15 34 38 | 15 34	jmdict
叩き伏せる	15 34	35	15 34 35 | 15 34 | 15 34	jmdict
叩き出す	15 34	36	15 34 | 15 34 | 15 34 36	jmdict
叩き切る	15	34	15 34 | 15 | 15	jmdict
召し上げる	36	37	36 37 | 36 | 36	jmdict
召し抱える	36 37	38	36 37 | 36 38 | 36 37	jmdict
召し捕る	36	34	36 | 36 | 34 36	jmdict
召し連れる	36	15 33	33 36 | 36 | 15 36	jmdict
合う	11 15	13 35	11 15 35 | 11 15 | 11 13 15	jmdict
合す	11 15	35	15 35 | 11 15 | 11 15	jmdict
合わさる	15	11 35	15 35 | 11 15 | 15	jmdict
合わす	15 35	11	15 35 | 11 35 | 15 35	jmdict
合わせ行なう	34	15 35	15 34 | 34 | 34 35	jmdict
吊り上げる	15	17	15 17 | 15 | 15	jmdict
吊り出す	15 34	17 36	15 36 | 15 17 34 | 15 34	jmdict
吊るし上げる	36	35	35 36 | 36 | 36	jmdict
吊るす	15	17	15 | 15 17 | 15	jmdict
同ずる	11	30	11 30 | 11 | 11	jmdict
名付ける	31	32	31 | 31 32 | 31	jmdict
名指す	31	36	31 36 | 31 | 31	jmdict
吐きかける	15 33	31 35	31 35 | 15 33 | 15 33	jmdict
吐き出す	15 31	33 56	15 31 | 15 31 33 | 15 31 56	jmdict
吐く	33 56	15 31	31 33 56 | 15 56 | 33 56	jmdict
吠える	31 56	33	33 56 | 31 56 | 31 56	jmdict
吠え出す	15	31 33 56	15 33 | 15 56 | 15 31	jmdict
含ます	15 30	31	15 30 | 31 | 15 30	jmdict
含ませる	15	31	15 31 | 15 | 15	jmdict
含みおく	30	33	30 | 30 | 30 33	jmdict
含む	19	12 15	12 19 | 15 | 19	jmdict
吸い寄せる	15	14	14 15 | 15 | 15	jmdict
吹かす	15 31	34	15 31 | 15 31 | 31 34	jmdict
吹きすさぶ	50	51	50 51 | 50 | 50	jmdict
吹き付ける	15	50 51	15 | 15 50 | 15 51	jmdict
吹き出る	15	31 50	15 | 15 50 | 15 31	jmdict
吹き分ける	15	50	15 | 15 50 | 15	jmdict
吹き寄せる	15 50	17	15 50 | 15 50 | 15 17	jmdict
吹き抜く	15	17 50 51	15 50 | 15 51 | 15 17	jmdict
吹き流す	15	50	15 50 | 15 | 15	jmdict
吹き消す	15	51	15 | 15 51 | 15	jmdict
吹き返す	15	35 50	15 | 15 35 | 15 50	jmdict
吹き鳴らす	31 32	15	15 31 | 31 32 | 31 32	jmdict
吹く	15 50	51	15 50 | 15 50 51 | 15 50	jmdict
吹っかける	15 35	37	15 35 | 15 35 | 15 37	jmdict
吹っ飛ばす	15	17	15 17 | 15	jmdict
呆ける	30	57	30 | 30 57 | 30	jmdict
呉れる	37	35	37 | 35 | 37	jmdict
呪う	30 31	35	30 31 | 30 31 | 30 35	jmdict
呻く	31 56	30 33	30 33 | 31 56 | 31 56	jmdict
呼び上げる	31	36	31 | 31 36 | 31	jmdict
呼び入れる	15 35	31	15 31 | 15 35 | 15 35	jmdict
呼び出す	31	34 35 36	31 36 | 31 34 | 31 35	jmdict
呼び回る	31 35	33	31 35 | 31 33 | 31 35	jmdict
呼び止める	31 35	36	31 35 | 31 36 | 31 35	jmdict
呼び立てる	31	35 36	31 36 | 31 35 | 31	jmdict
呼び覚ます	30	15 31	15 30 | 30 31 | 30	jmdict
呼び迎える	35	31 33	31 33 | 35 | 35	jmdict
呼ぶ	31 35	33	31 35 | 31 33 | 31 35	jmdict
命じる	36	31	36 | 36 | 31 36	jmdict
命じ終わる	16 36	15	16 36 | 16 36 | 15 36	jmdict
和ぐ	35	13	13 35 | 35 | 35	jmdict
和ます	30	35	30 35 | 30 | 30	jmdict
咲きそろう	15 57	50	15 57 | 15 57 | 50 57	jmdict
咲き乱れる	15 57	50	15 57 | 15 57 | 15 50	jmdict
咲き初める	15 57	50	15 50 | 15 57 | 15 57	jmdict
咲き匂う	57	50	57 | 57 | 50 57	jmdict
咲き渡る	15 57	50	15 50 | 57 | 15 57	jmdict
咳き込む	56	57	56 57 | 56 | 56	jmdict
哭く	30	33 56	30 56 | 30 33 | 30	jmdict
哮る	31	50 56	31 56 | 31 | 31 50	jmdict
唆す	30 35	31 36	31 36 | 30 35 | 30 35	jmdict
唆る	30 36	31	30 36 | 30 31 | 30 36	jmdict
唱える	31	32	31 | 31 | 31 32	jmdict
唸り出す	15 31	33	15 31 | 15 31 | 31 33	jmdict
唸る	31 50	56	31 56 | 31 50 | 31 50	jmdict
唾く	33	56	33 56 | 33 | 33	jmdict
問う	31 34	35	31 34 | 31 34 | 31 35	jmdict
啜る	33	56	33 56 | 33 | 33	jmdict
喚き立てる	31	34	31 | 31 | 31 34	jmdict
喜ばす	30	35	30 | 30 | 30 35	jmdict
喜び勇む	30	34	30 | 30 | 30 34	jmdict
喜び歌う	30 31	32	30 31 | 30 31 32 | 30 31	jmdict
喫す	34	37	34 | 34 | 34 37	jmdict
営む	38	33	33 38 | 38 | 38	jmdict
嗄らす	56	15	56 | 15 56 | 56	jmdict
嗄れる	56	15	56 | 15 56 | 56	jmdict
嗅ぎ出す	30	15 34	30 34 | 15 30 | 30	jmdict
嗅ぎ回る	15 33	35	33 35 | 15 33 | 15 33	jmdict
嗾ける	36	34	34 36 | 36 | 36	jmdict
嘆じる	30	31	30 31 | 30 | 30	jmdict
嘱す	36	31	36 | 36 | 31 36	jmdict
嘲り笑う	31 35	30	30 35 | 31 35 | 31 35	jmdict
嘶く	31	57	57 | 31 | 31	jmdict
噛ます	15	33 34 35	15 35 | 15 33 | 15 34	jmdict
噛ませる	15 33	34	15 33 | 15 33 | 15 34	jmdict
噛みしだく	15 33	56	15 33 | 15 56 | 15 33	jmdict
噛み千切る	15	33 56	15 33 | 15 | 15 56	jmdict
噛み合う	11 35	15	11 35 | 11 15 | 11 35	jmdict
噛み殺す	33	15	15 33 | 33 | 33	jmdict
噛み砕く	31	15	15 31 | 31 | 31	jmdict
噛み締める	30 33	15	15 30 33 | 30 33 | 30 33	jmdict
噛む	15 33	56	15 33 | 15 33 | 15 33 56	jmdict
囀る	31	33 57	31 57 | 31 33 | 31	jmdict
囃す	31 35	33	31 35 | 31 33 | 31 35	jmdict
回す	15 36	38	15 36 | 15 38 | 15 36	jmdict
困る	30	13	30 | 13 30 | 30	jmdict
囲い込む	15 36	37	15 36 | 36 37 | 15 36	jmdict
囲う	15 36	17	15 36 | 15 36 | 15 17	jmdict
図抜ける	13	34	13 34 | 13 | 13	jmdict
固まる	15	13 30	13 15 | 15 | 15 30	jmdict
固肥える	15	57	15 | 15 57 | 15	jmdict
垂れ流す	15	17	15 | 15 | 15 17	jmdict
垢じみる	15	13	15 | 13 | 15	jmdict
垢抜ける	15 33	13 32	15 33 | 13 33 | 15 32	jmdict
埋め合わせる	15 37	34	15 34 | 15 37 | 15 37	jmdict
埋め尽くす	15	19	15 | 15 19 | 15	jmdict
基礎付ける	11 15	34	11 34 | 11 15 | 11 15	jmdict
堪り兼ねる	30	13	30 | 30 | 13 30	jmdict
報う	35 37	34	34 35 | 35 37 | 35 37	jmdict
報われる	34	30	34 | 30 34 | 34	jmdict
塗りこむ	15	32	15 | 15 | 15 32	jmdict
塗りたくる	15 33	32	15 33 | 15 32 | 15 33	jmdict
塗りつける	15	32 33	15 33 | 15 32 | 15	jmdict
塗り広げる	15	32	15 32 | 15 | 15	jmdict
塗り直す	15 32	33	15 32 | 15 33 | 15 32	jmdict
塗り重ねる	15	32 33	15 33 | 15 | 15 32	jmdict
塗り隠す	15	32	15 | 15 | 15 32	jmdict
塗る	15 32	33	15 32 | 15 32 | 15 33	jmdict
塞がる	15	12	12 15 | 15 | 15	jmdict
塞げる	15	34	15 | 15 | 15 34	jmdict
増す	19	15	19 | 19 | 15 19	jmdict
売りさばく	37	38	37 | 37 | 37 38	jmdict
売りつける	37	35	37 | 35 37 | 37	jmdict
売り出す	37 38	15	37 38 | 37 38 | 15 37	jmdict
売り切る	37	15 38	37 38 | 37 | 15 37	jmdict
売り切れる	37	15	15 37 | 37 | 37	jmdict
売り広げる	37 38	15	15 37 38 | 37 38 | 37 38	jmdict
売り急ぐ	15 37	38	15 37 | 15 37 | 37 38	jmdict
売り抜ける	37	15	37 | 37 | 15 37	jmdict
売り込む	37	31 38	37 | 31 37 | 37 38	jmdict
売れる	37	38	37 | 37 38 | 37	jmdict
売れ切れる	15 37	12	15 37 | 12 37 | 15 37	jmdict
夏めく	50	52	50 | 50 52 | 50	jmdict
外す	15	34	15 | 15 | 15 34	jmdict
大人じみる	13	15 33	13 33 | 13 | 13 15	jmdict
大人びる	13 15	30	15 30 | 13 15 | 13 15	jmdict
天下る	15 36	38	15 36 | 15 36 | 36 38	jmdict
太る	15 56	57	15 56 | 15 57 | 15 56	jmdict
失せる	12	15	12 | 12 15 | 12	jmdict
奉る	36	33 34	36 | 33 36 | 34 36	jmdict
契る	35	37	35 | 35 37 | 35	jmdict
奪い取る	37	15 34	34 37 | 37 | 15 37	jmdict
奪い返す	15 37	34	15 37 | 15 37 | 34 37	jmdict
奪う	37	34	37 | 34 37 | 37	jmdict
奮い起こす	15 30	34	15 30 | 15 30 | 30 34	jmdict
奮う	34	14 33	14 33 | 34 | 34	jmdict
始まる	15	16	15 16 | 15 | 15	jmdict
威張り散らす	34 36	33	34 | 33 36 | 34 36	jmdict
威張る	33 36	30	33 36 | 30 33 | 36	jmdict
娶わせる	35	33	35 | 35 | 33	jmdict
嫁ぐ	33	15 35	33 35 | 15 33	jmdict
嫁す	37	35	37 | 37 | 35 37	jmdict
嬉しがる	30	33	30 | 30 33 | 30	jmdict
嬲り殺す	34 35	15	34 35 | 15 35 | 34 35	jmdict
守りきる	34 36	15	34 36 | 15 34 36 | 34 36	jmdict
安らう	30	33	30 | 30 33 | 30	jmdict
定まる	12 13	15	13 | 12 13 | 12 15	jmdict
定める	34 36	10	34 | 10 36 | 34 36	jmdict
宛がう	37	15	37 | 37 | 15 37	jmdict
宛てる	15 17	37	15 37 | 15 17 | 15 17	jmdict
実る	15 57	12	15 57 | 15 57 | 12 57	jmdict
宥める	35 36	30	35 36 | 30 35 | 35 36	jmdict
害す	14 34	15	15 34 | 14 34 | 14 34	jmdict
宿す	12 15	57	12 15 | 12 15 | 12 57	jmdict
寂れる	15 38	50	15 50 | 15 38 | 15 38	jmdict
寄せ集める	15	19	15 | 15 19 | 15	jmdict
寄りかかる	15 17	33	15 17 | 17 33 | 15 17	jmdict
寄り付く	15 17	35	15 17 | 17 35 | 15 17	jmdict
寄り合う	35	15	35 | 35 | 15 35	jmdict
寄り集まる	15 35	17	15 35 | 17 35 | 15 35	jmdict
寒がる	30	56	30 | 30 | 30 56	jmdict
寒気立つ	50 56	52	56 | 50 52 | 50 56	jmdict
寝かす	33	57	33 | 33 57 | 33	jmdict
寝忘れる	33	15	33 | 15 33 | 33	jmdict
寝損なう	33 34	15	33 34 | 15 33 | 33 34	jmdict
寝覚める	33	15	33 | 15 33 | 33	jmdict
寝足りる	19	33	19 33 | 19 | 19	jmdict
寝返る	33 35	15	15 33 | 33 35 | 33 35	jmdict
寝違える	56	15 33 57	56 57 | 15 56 | 33 56	jmdict
寿く	31	36	31 | 31 36 | 31	jmdict
寿ぐ	31 35	36	31 35 | 31 36 | 31 35	jmdict
射す	15 50	17 52	15 17 | 15 50 52 | 15 50	jmdict
射掛ける	15 35	34	15 35 | 15 35 | 15 34	jmdict
射殺す	34	57	34 | 34 | 34 57	jmdict
導き出す	30	31 34	30 | 30 31 | 30 34	jmdict
導く	15 36	17	15 36 | 17 36 | 15 36	jmdict
小戻す	15	16	15 | 15 | 15 16	jmdict
小洒落る	32	33	32 | 33 | 32	jmdict
小突く	15 35	34	15 34 | 15 35 | 15 35	jmdict
尽き果てる	15 19	12	15 19 | 15 19 | 12 15	jmdict
尽くす	34	36	34 | 34 36 | 34	jmdict
尾ける	15	17 34 35	15 | 34 35 | 15 17	jmdict
居る	12	17	12 17 | 12 | 12	jmdict
居並ぶ	17	12 33	12 17 | 17 33 | 17	jmdict
居合わす	35	12	35 | 12 35 | 35	jmdict
居残る	15 33	17	15 17 | 15 33 | 15 33	jmdict
居直る	34	35 36	34 36 | 34 35 | 34	jmdict
居着く	33	12 15	12 33 | 33 | 15 33	jmdict
居続ける	15 16	17	15 16 | 15 16 | 15 17	jmdict
届ける	15 17	31	15 17 | 15 17 | 15 31	jmdict
届け出る	31 36	38	31 36 | 31 36 | 31 38	jmdict
屠る	33 38	57	33 38 | 33 57 | 33 38	jmdict
履き古す	15	33	15 33 | 15 | 15	jmdict
履き違える	15 30	34	15 30 | 15 30 | 30 34	jmdict
屯う	17	15 33	17 | 15 17 | 33	jmdict
屯す	17	15	17 | 17 | 15	jmdict
峙つ	15 35	17	15 35 | 17 | 15 35	jmdict
崩ずる	15	12	15 | 15 | 12 15	jmdict
崩れかかる	15	50	15 | 15 50 | 15	jmdict
嵌まる	15	13	13 15 | 15 | 15	jmdict
巡り歩く	17 33	15	17 33 | 17 33 | 15 17	jmdict
巣食う	15 38	35	15 38 | 15 35 | 15 38	jmdict
巫山戯る	33	35	33 35 | 33 | 33	jmdict
差し上げる	37	33	37 | 37 | 33 37	jmdict
差し上る	15 17	36	15 17 | 15 36 | 15 17	jmdict
差し交わす	35	15	35 | 15 35 | 35	jmdict
差し付ける	15 36	37	15 36 | 15 37 | 15 36	jmdict
差し入れる	15 37	35	15 35 | 15 37 | 15 37	jmdict
差し出す	15	17 34 37	15 37 | 15 17 | 15 34	jmdict
差し向ける	15 36	17	15 17 | 15 36 | 15 36	jmdict
差し引く	15 19	37	15 19 | 15 19 | 15 19 37	jmdict
差し当たる	15	16 34	15 | 15 34 | 16	jmdict
差し招く	35	33 36	35 | 33 35 | 35 36	jmdict
差し挟む	15 31	35	15 31 | 15 31 | 15 35	jmdict
差し掛かる	15 16	17	15 16 | 15 16 | 16 17	jmdict
差し控える	34	36	34 | 34 | 34 36	jmdict
差し支える	13 34	15	13 15 | 13 34 | 13 34	jmdict
差し止める	36	15	15 36 | 36 | 36	jmdict
差し繰る	15	36 37	15 37 | 15 36 | 15	jmdict
差し越える	15	34	15 | 15 34	jmdict
差し越す	15 34	17	15 17 | 15 34 | 15 34	jmdict
差し迫る	16	15	16 | 16 | 15 16	jmdict
差し違える	15 35	34	34 | 15 35 | 15 35	jmdict
差し障る	15 35	13	13 15 | 15 35 | 35	jmdict
差し響く	31	15	31 | 15 31 | 31	jmdict
差っ引く	19 37	15	15 19 | 19 37 | 19 37	jmdict
巻きつける	15	17	15 | 15 17 | 15	jmdict
巻き上がる	15	17	15 | 15 17 | 15	jmdict
巻き上げる	15 37	17	15 17 | 15 37 | 15 37	jmdict
巻き付く	15	17	15 | 15 17 | 15	jmdict
巻き戻す	15	16	15 | 15 16 | 15	jmdict
巻き返す	15 34	35	15 34 | 15 34 35 | 15 34	jmdict
帯びる	15	13 19	15 | 13 15 | 15 19	jmdict
帰す	15 17	36	15 17 | 15 17 36 | 15 17	jmdict
干し固める	15	51	15 | 15 51 | 15	jmdict
干し殺す	15 57	34	15 34 | 15 57 | 15 57	jmdict
干す	15 33	51	15 33 | 15 33 | 15 51	jmdict
平らぐ	15	13 30	13 | 15 | 15 30	jmdict
平らげる	34	15 36 37	15 34 | 34 37 | 34 36	jmdict
年寄る	57	16	16 57 | 57 | 57	jmdict
年老いる	57	15	57 | 15 57 | 57	jmdict
幽明相隔てる	11	17	11 17 | 11 | 11	jmdict
広げる	15	17 19	15 17 | 15 19 | 15	jmdict
広まる	15	19	15 | 15 19 | 15	jmdict
広める	15 38	31	15 31 | 15 38 | 15 38	jmdict
度外れる	13	19	13 19 | 13 | 13	jmdict
度重なる	16	15	15 16 | 16 | 16	jmdict
座り直す	33	15	33 | 15 33 | 33	jmdict
座り込む	33	15	33 | 33 | 15 33	jmdict
廃す	15	36	15 | 15 | 15 36	jmdict
廃る	15	38	15 | 15 | 15 38	jmdict
建て込む	15 38	32	15 38 | 15 32 | 15 38	jmdict
弁じ立てる	31	34 35	31 34 | 31 35 | 31	jmdict
弁ずる	31	34	31 | 31 34 | 31	jmdict
弄ぶ	33 35	34	33 35 | 33 34 | 33 35	jmdict
弓引く	34 35	15	34 35 | 34 35 | 15 35	jmdict
引かされる	15	36	15 36 | 15 | 15	jmdict
引かす	15	36	15 | 15 | 15 36	jmdict
引きずられる	15 30	35	15 35 | 15 30 | 15 30	jmdict
引きつける	15	17 35	15 17 | 15 | 15 35	jmdict
引き上げる	15 19	17	15 19 | 15 19 | 15 17	jmdict
引き下ろす	15 17	36	15 36 | 15 17 | 15 17	jmdict
引き出す	15 34	17	15 34 | 15 34 | 15 17	jmdict
引き合う	35	15	15 35 | 35 | 35	jmdict
引き回す	15 17	36	15 17 | 15 17 | 15 36	jmdict
引き当てる	37	34	37 | 34 37 | 37	jmdict
引き戻す	15	17	15 17 | 15 | 15	jmdict
引き払う	15 37	17	15 17 | 15 37 | 15 37	jmdict
引き摺り回す	15	17 33	15 | 15 33 | 15 17	jmdict
引き摺り込む	15	17 35	15 | 15 35 | 15 17	jmdict
引き放つ	15	35	15 | 15 35 | 15	jmdict
引き止める	15 34	35	15 34 | 15 35 | 15 34	jmdict
引き立つ	13 15	34	13 15 | 13 15 | 15 34	jmdict
引き立てる	36	15	36 | 36 | 15 36	jmdict
引き結ぶ	15	33	15 | 15 | 15 33	jmdict
引き継ぐ	15 36	38	15 38 | 15 36 | 15 36	jmdict
引き締める	15	36	15 | 15 36 | 15	jmdict
引き連れる	15 17	35	15 17 | 15 35 | 15 17	jmdict
引く	15 17	37	15 17 | 15 17 | 15 17 37	jmdict
引ける	15 34	13	15 34 | 13 34 | 15 34	jmdict
引っかく	15	33 56	15 56 | 15 33 | 15	jmdict
引っくるめる	15	11	11 | 15 | 15	jmdict
引ったくる	15 37	34	15 34 37 | 15 37 | 15 37	jmdict
引っつれる	15	17	15 | 15 17 | 15	jmdict
引っ叩く	15 35	36	15 35 | 15 36 | 15 35	jmdict
引っ張り下ろす	15 36	17	15 36 | 15 36 | 15 17	jmdict
引っ張り出す	15	17 34	15 34 | 15 | 15 17	jmdict
引っ張り回す	15	17 33	15 33 | 15 | 15 17	jmdict
引っ張り込む	15 35	17	15 17 | 15 35 | 15 35	jmdict
引っ張る	15	34	15 34 | 15 | 15	jmdict
引っ掴む	15	33	15 | 15 33 | 15	jmdict
引っ攫う	15 37	34	15 37 | 15 37 | 15 34	jmdict
引っ詰める	15	33	15 | 15 | 15 33	jmdict
弥増さる	19	15	19 | 19 | 15 19	jmdict
弱まる	13 15	14	13 14 | 13 15 | 13 15	jmdict
弱める	13 15	14	14 15 | 13 15 | 13 15	jmdict
弱り果てる	15	13 56 57	15 56 | 15 57 | 13 15	jmdict
弱り衰える	15 57	14	15 57 | 15 57 | 14 15	jmdict
弱る	13 15	57	13 15 | 15 57 | 13 15	jmdict
張り付く	15	17	15 | 15 17	jmdict
張り倒す	15 34	35	15 35 | 15 34 | 15 34	jmdict
張り切る	30 34	33	30 34 | 30 34 | 30 33	jmdict
張り巡らす	15	17	15 | 15 | 15 17	jmdict
張り裂ける	15	56	15 56 | 15 | 15	jmdict
張り込む	15 34	38	34 38 | 15 34 | 15 34	jmdict
張り飛ばす	15	34	15 | 15 | 15 34	jmdict
強いる	36	34	34 36 | 36 | 36	jmdict
強つく		13 33 34	34 | 13 | 33	jmdict
強まる	14 15	13	14 15 | 13 15 | 14 15	jmdict
強める	13 14	15	13 14 | 15 | 13 14	jmdict
強請る	35 37	34	35 37 | 35 37 | 34 37	jmdict
弾き返す	15 35	34	15 35 | 15 35 | 15 34 35	jmdict
弾き鳴らす	32	33	32 33 | 32 | 32	jmdict
弾じる		15 32 34	15 | 34 | 32	jmdict
弾ずる	15	32	15 | 32 | 15	jmdict
当たり散らす	35	30	30 35 | 35 | 35	jmdict
当たる	11 15 34	35	11 15 34 | 15 34 35 | 11 15 34	jmdict
当てこする	35	31	35 | 31 35 | 35	jmdict
当てつける	35	31	31 35 | 35 | 35	jmdict
当てはまる	11	13	11 | 11 13 | 11	jmdict
当てられる	15 34	14	15 34 | 15 34 | 14 34	jmdict
当て込む	30 34	37	30 37 | 34 | 30 34	jmdict
形式張る	33	13	33 | 33 | 13	jmdict
彩なす	32	15	15 32 | 32 | 32	jmdict
彫り上げる	32	15	32 | 32 | 15 32	jmdict
彷徨う	15 17	33	15 17 | 15 17 | 17 33	jmdict
彷徨える	17	15	17 | 17 | 15 17	jmdict
彷徨く	15 17	30 33	15 17 | 17 30 | 15 17 33	jmdict
