word	kind	a	b	concrete_split	a_pass	b_pass	a_votes	b_votes	tier	jmdict_priority
頼る	交わり無し	35 36	11	いいえ	割れた	割れた	3	3	jmdict	はい
願い求める	交わり無し	30 34	31	いいえ	割れた	割れた	3	3	jmdict	いいえ
風立つ	交わり無し	50	51	いいえ	一致	割れた	3	3	jmdict	いいえ
食い延ばす	交わり無し	15 33	16	いいえ	一致	割れた	3	3	jmdict	いいえ
食い逸れる	交わり無し	34	19 33	いいえ	割れた	割れた	3	3	jmdict	いいえ
食える	交わり無し	34 37	33	いいえ	割れた	割れた	3	3	jmdict	いいえ
食べ慣れる	交わり無し	33	13	いいえ	割れた	割れた	3	3	jmdict	いいえ
食べ比べる	交わり無し	33	11	いいえ	割れた	割れた	3	3	jmdict	いいえ
食べ飽きる	交わり無し	33	30	いいえ	一致	割れた	3	3	jmdict	いいえ
飲み倒す	交わり無し	33 34	37	いいえ	割れた	割れた	3	3	jmdict	いいえ
飼いならす	交わり無し	33 38	36	いいえ	割れた	割れた	3	3	jmdict	いいえ
駆り立てる	交わり無し	15 34 36	14	いいえ	割れた	割れた	3	3	jmdict	はい
騒がす	交わり無し	31	15 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
騒ぎ立てる	交わり無し	31 35	33	いいえ	割れた	割れた	3	3	jmdict	いいえ
騒めく	交わり無し	31 35	33 50	いいえ	割れた	割れた	3	3	jmdict	はい
鳴く	交わり無し	33 50	31	いいえ	割れた	割れた	3	3	jmdict	はい
黄昏れる	交わり無し	15 50	30 52	いいえ	割れた	割れた	3	3	jmdict	いいえ
齧り付く	交わり無し	33	15 56	いいえ	割れた	割れた	3	3	jmdict	いいえ
齧る	交わり無し	33	30 56	いいえ	一致	割れた	3	3	jmdict	いいえ
勃つ	部分的に重なる	15 56	56 57	はい	一致	割れた	3	3	jmdict	いいえ
咽ぶ	部分的に重なる	56 57	30 56	はい	割れた	一致	3	3	jmdict	いいえ
唸る	部分的に重なる	31 50	50 56	はい	割れた	一致	3	3	jmdict	はい
啄ばむ	部分的に重なる	33 57	56 57	はい	割れた	割れた	3	3	jmdict	いいえ
喘ぐ	部分的に重なる	56 57	13 56	はい	割れた	割れた	3	3	jmdict	いいえ
寝込む	部分的に重なる	33 57	56 57	はい	一致	割れた	3	3	jmdict	はい
射す	部分的に重なる	15 50	50 52	はい	割れた	割れた	3	3	jmdict	はい
息つく	部分的に重なる	33 56	56 57	はい	割れた	割れた	3	3	jmdict	いいえ
息む	部分的に重なる	33 56	56 57	はい	一致	割れた	3	3	jmdict	いいえ
焼けただれる	部分的に重なる	15 56	51 56	はい	割れた	割れた	3	3	jmdict	いいえ
照り上がる	部分的に重なる	15 50	50 52	はい	一致	割れた	3	3	jmdict	いいえ
痛む	部分的に重なる	56 57	15 30 56	はい	割れた	割れた	3	3	jmdict	はい
痩せこける	部分的に重なる	56 57	15 56	はい	割れた	一致	3	3	jmdict	いいえ
痩せさらばえる	部分的に重なる	56 57	15 56	はい	割れた	割れた	3	3	jmdict	いいえ
瞬く	部分的に重なる	15 56	52 56	はい	割れた	一致	3	3	jmdict	はい
窶れる	部分的に重なる	56 57	15 56	はい	割れた	一致	3	3	jmdict	はい
絞め殺す	部分的に重なる	34 57	56 57	はい	割れた	一致	3	3	jmdict	いいえ
脈打つ	部分的に重なる	15 56	56 57	はい	割れた	割れた	3	3	jmdict	いいえ
赤らむ	部分的に重なる	15 56	50 56	はい	一致	割れた	3	3	jmdict	いいえ
鳴りはためく	部分的に重なる	15 50	50 51	はい	割れた	割れた	3	3	jmdict	いいえ
いかす	部分的に重なる	32 34	34 57	いいえ	割れた	割れた	3	3	jmdict	はい
かき抱く	部分的に重なる	33 35	33 56	いいえ	割れた	割れた	3	3	jmdict	いいえ
かき起こす	部分的に重なる	15 30	15 51	いいえ	一致	割れた	3	3	jmdict	いいえ
かけ離れる	部分的に重なる	11 15	11 17	いいえ	割れた	一致	3	3	jmdict	はい
かみ合わせる	部分的に重なる	15 35	11 15	いいえ	一致	割れた	3	3	jmdict	いいえ
くすむ	部分的に重なる	15 50	15 51	いいえ	割れた	割れた	3	3	jmdict	いいえ
こき下ろす	部分的に重なる	31 36	31 35	いいえ	一致	割れた	3	3	jmdict	いいえ
こける	部分的に重なる	15 33	15 34	いいえ	割れた	一致	3	3	jmdict	いいえ
こます	部分的に重なる	15 34	34 35	いいえ	一致	割れた	3	3	jmdict	いいえ
こみ上げる	部分的に重なる	15 56	15 30	いいえ	割れた	割れた	3	3	jmdict	はい
ささくれ立つ	部分的に重なる	15 56	15 30	いいえ	割れた	一致	3	3	jmdict	いいえ
しな垂れかかる	部分的に重なる	15 33	17 33	いいえ	一致	割れた	3	3	jmdict	いいえ
しめる	部分的に重なる	15 33	15 19	いいえ	割れた	割れた	3	3	jmdict	はい
すくみ上がる	部分的に重なる	15 30 33	30 56	いいえ	割れた	割れた	3	3	jmdict	いいえ
すすり泣く	部分的に重なる	30 33	30 56	いいえ	一致	一致	3	3	jmdict	いいえ
すっ飛ばす	部分的に重なる	15 34	15 16	いいえ	割れた	割れた	3	3	jmdict	いいえ
すり寄せる	部分的に重なる	15 17	11 15	いいえ	割れた	割れた	3	3	jmdict	いいえ
すれ違う	部分的に重なる	15 35	11 15	いいえ	割れた	割れた	3	3	jmdict	いいえ
ずっこける	部分的に重なる	15 33	15 34	いいえ	一致	一致	3	3	jmdict	いいえ
ずらかる	部分的に重なる	15 34	15 17	いいえ	一致	割れた	3	3	jmdict	いいえ
せり上げる	部分的に重なる	15 37	15 19	いいえ	割れた	割れた	3	3	jmdict	いいえ
そびえ立つ	部分的に重なる	15 17	12 17	いいえ	割れた	割れた	3	3	jmdict	いいえ
ちびる	部分的に重なる	15 19	15 57	いいえ	一致	割れた	3	3	jmdict	いいえ
ちらつく	部分的に重なる	15 50	12 50	いいえ	割れた	一致	3	3	jmdict	いいえ
ついて行く	部分的に重なる	15 17	17 35	いいえ	一致	割れた	3	3	jmdict	はい
つま弾く	部分的に重なる	32 33	15 32 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
でっち上げる	部分的に重なる	15 32	10 32	いいえ	割れた	割れた	3	3	jmdict	いいえ
ねじ向ける	部分的に重なる	15 36	15 17	いいえ	割れた	一致	3	3	jmdict	いいえ
のし上がる	部分的に重なる	15 34	15 36	いいえ	一致	割れた	3	3	jmdict	いいえ
のし歩く	部分的に重なる	33 34	17 33	いいえ	割れた	割れた	3	3	jmdict	いいえ
のた打つ	部分的に重なる	33 56	15 56	いいえ	割れた	割れた	3	3	jmdict	いいえ
のめり込む	部分的に重なる	30 33	17 30	いいえ	割れた	割れた	3	3	jmdict	いいえ
のめる	部分的に重なる	15 30	15 56	いいえ	割れた	割れた	3	3	jmdict	いいえ
はって行く	部分的に重なる	15 33	15 17 56	いいえ	割れた	割れた	3	3	jmdict	いいえ
はっ倒す	部分的に重なる	15 34	15 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
はまり込む	部分的に重なる	15 30	15 17	いいえ	割れた	割れた	3	3	jmdict	いいえ
はみ出す	部分的に重なる	15 17	17 19	いいえ	一致	一致	3	3	jmdict	はい
はみ出る	部分的に重なる	15 17	17 19	いいえ	一致	割れた	3	3	jmdict	はい
ばらつく	部分的に重なる	15 19	11 19	いいえ	一致	割れた	3	3	jmdict	いいえ
ひき殺す	部分的に重なる	34 57	15 57	いいえ	割れた	一致	3	3	jmdict	いいえ
ひねり殺す	部分的に重なる	34 57	15 57	いいえ	割れた	割れた	3	3	jmdict	いいえ
ふん捕まえる	部分的に重なる	34 35	15 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
ふん捕まる	部分的に重なる	34 35	35 36	いいえ	一致	割れた	3	3	jmdict	いいえ
ぶっ飛ばす	部分的に重なる	15 34	14 15	いいえ	割れた	割れた	3	3	jmdict	いいえ
ぶらつく	部分的に重なる	15 33	17 33	いいえ	割れた	割れた	3	3	jmdict	いいえ
ぶれる	部分的に重なる	13 15	15 30	いいえ	一致	一致	3	3	jmdict	いいえ
へたる	部分的に重なる	15 33	14 15	いいえ	割れた	割れた	3	3	jmdict	いいえ
ほっつき回る	部分的に重なる	15 33	15 17	いいえ	割れた	割れた	3	3	jmdict	いいえ
ぼやける	部分的に重なる	15 50	13 15	いいえ	割れた	割れた	3	3	jmdict	はい
まとめ上げる	部分的に重なる	15 34	15 32	いいえ	割れた	割れた	3	3	jmdict	いいえ
もがき苦しむ	部分的に重なる	30 33	14 30	いいえ	一致	割れた	3	3	jmdict	いいえ
もみ消す	部分的に重なる	15 36	36 51	いいえ	一致	割れた	3	3	jmdict	いいえ
やり過ごす	部分的に重なる	15 34	15 16	いいえ	一致	割れた	3	3	jmdict	はい
ゆすり取る	部分的に重なる	15 37	35 37	いいえ	一致	一致	3	3	jmdict	いいえ
アジる	部分的に重なる	31 36	31 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
パクる	部分的に重なる	34 37	32 36 37	いいえ	一致	割れた	3	3	jmdict	いいえ
ビクつく	部分的に重なる	30 33	30 56	いいえ	一致	割れた	3	3	jmdict	いいえ
上げる	部分的に重なる	15 17 37	15 19 31 34	いいえ	割れた	割れた	3	3	jmdict	はい
上す	部分的に重なる	15 17	15 31	いいえ	割れた	割れた	3	3	jmdict	いいえ
下ろす	部分的に重なる	15 17	15 37	いいえ	一致	割れた	3	3	jmdict	はい
下向く	部分的に重なる	17 33	17 30	いいえ	一致	割れた	3	3	jmdict	いいえ
並び立つ	部分的に重なる	15 17	11 17	いいえ	割れた	割れた	3	3	jmdict	いいえ
並べ立てる	部分的に重なる	15 31	17 31	いいえ	割れた	割れた	3	3	jmdict	いいえ
中てる	部分的に重なる	15 34	15 30	いいえ	割れた	割れた	3	3	jmdict	いいえ
乗じる	部分的に重なる	15 34	19 34	いいえ	一致	割れた	3	3	jmdict	はい
乗りかかる	部分的に重なる	15 34	15 17	いいえ	割れた	割れた	3	3	jmdict	いいえ
乗り出す	部分的に重なる	15 34	15 17 38	いいえ	一致	割れた	3	3	jmdict	はい
乗り回す	部分的に重なる	15 33	15 17	いいえ	割れた	割れた	3	3	jmdict	はい
乗り回る	部分的に重なる	15 33	15 17	いいえ	一致	割れた	3	3	jmdict	いいえ
乗り戻す	部分的に重なる	15 37	15 17	いいえ	割れた	一致	3	3	jmdict	いいえ
乗り掛ける	部分的に重なる	15 34	15 17	いいえ	一致	一致	3	3	jmdict	いいえ
乗り越す	部分的に重なる	15 34	15 17	いいえ	一致	一致	3	3	jmdict	はい
乗り込む	部分的に重なる	15 34	15 17	いいえ	割れた	割れた	3	3	jmdict	はい
乗り通る	部分的に重なる	15 34	15 17	いいえ	一致	割れた	3	3	jmdict	いいえ
交える	部分的に重なる	15 35	11 35	いいえ	一致	割れた	3	3	jmdict	はい
介す	部分的に重なる	35 36	11 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
仕付ける	部分的に重なる	33 38	33 34	いいえ	一致	割れた	3	3	jmdict	いいえ
仕掛ける	部分的に重なる	34 35	15 35	いいえ	割れた	割れた	3	3	jmdict	はい
仕立て直す	部分的に重なる	15 32 38	15 33	いいえ	割れた	割れた	3	3	jmdict	いいえ
付きまとう	部分的に重なる	15 35	17 35	いいえ	一致	割れた	3	3	jmdict	いいえ
付け回す	部分的に重なる	15 35	17 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
付け回る	部分的に重なる	15 35	17 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
伝い歩く	部分的に重なる	15 33	15 17	いいえ	割れた	割れた	3	3	jmdict	いいえ
伸し掛かる	部分的に重なる	15 17	14 15	いいえ	一致	一致	3	3	jmdict	いいえ
伸び上がる	部分的に重なる	15 33	15 17	いいえ	一致	割れた	3	3	jmdict	いいえ
低まる	部分的に重なる	13 15	15 19	いいえ	割れた	一致	3	3	jmdict	いいえ
住み替える	部分的に重なる	15 33	15 17	いいえ	割れた	割れた	3	3	jmdict	はい
作す	部分的に重なる	15 32	32 34	いいえ	割れた	一致	3	3	jmdict	いいえ
作り損なう	部分的に重なる	15 34	32 34	いいえ	割れた	一致	3	3	jmdict	いいえ
作り込む	部分的に重なる	32 38	15 32	いいえ	一致	割れた	3	3	jmdict	いいえ
併せ用いる	部分的に重なる	15 38	11 15 34	いいえ	一致	割れた	3	3	jmdict	いいえ
使い慣らす	部分的に重なる	15 33	13 33	いいえ	割れた	割れた	3	3	jmdict	いいえ
使い込む	部分的に重なる	15 33	33 37	いいえ	割れた	割れた	3	3	jmdict	はい
俯ける	部分的に重なる	15 33	17 33	いいえ	割れた	割れた	3	3	jmdict	いいえ
倉庫に納める	部分的に重なる	15 37	15 17	いいえ	割れた	割れた	3	3	jmdict	いいえ
倒す	部分的に重なる	15 34	15 35	いいえ	一致	割れた	3	3	jmdict	はい
値下がる	部分的に重なる	15 37	19 37	いいえ	一致	割れた	3	3	jmdict	いいえ
偏る	部分的に重なる	13 15	13 30	いいえ	一致	割れた	3	3	jmdict	はい
偽り誓う	部分的に重なる	31 34	10 31	いいえ	割れた	割れた	3	3	jmdict	いいえ
傷つく	部分的に重なる	15 56	30 56	いいえ	一致	割れた	3	3	jmdict	はい
働かす	部分的に重なる	33 38	15 38	いいえ	一致	割れた	3	3	jmdict	はい
働かせる	部分的に重なる	33 36	30 33	いいえ	割れた	割れた	3	3	jmdict	はい
働きかける	部分的に重なる	15 34 35	14 35	いいえ	割れた	一致	3	3	jmdict	はい
働きすぎる	部分的に重なる	33 38	19 33	いいえ	割れた	割れた	3	3	jmdict	いいえ
働き通す	部分的に重なる	33 38	16 33	いいえ	割れた	一致	3	3	jmdict	いいえ
先立つ	部分的に重なる	16 34	16 57	いいえ	割れた	一致	3	3	jmdict	はい
光らす	部分的に重なる	15 50	15 51	いいえ	一致	割れた	3	3	jmdict	いいえ
入り揚げる	部分的に重なる	15 37	30 37	いいえ	割れた	割れた	3	3	jmdict	いいえ
入り浸る	部分的に重なる	15 33	17 33	いいえ	割れた	一致	3	3	jmdict	いいえ
入り組む	部分的に重なる	15 17	13 17	いいえ	一致	割れた	3	3	jmdict	はい
入れ合わせる	部分的に重なる	15 35	11 15	いいえ	割れた	割れた	3	3	jmdict	いいえ
入れ違う	部分的に重なる	15 35	11 15	いいえ	割れた	割れた	3	3	jmdict	いいえ
冷める	部分的に重なる	15 30	30 51	いいえ	割れた	割れた	3	3	jmdict	はい
凌ぐ	部分的に重なる	34 35	14 34	いいえ	割れた	割れた	3	3	jmdict	はい
凍る	部分的に重なる	15 51	30 51	いいえ	一致	一致	3	3	jmdict	はい
凝る	部分的に重なる	15 30	30 32 56	いいえ	割れた	割れた	3	3	jmdict	はい
出かける	部分的に重なる	15 33	15 17	いいえ	一致	割れた	3	3	jmdict	はい
出し渋る	部分的に重なる	34 36	34 37	いいえ	割れた	割れた	3	3	jmdict	いいえ
出尽くす	部分的に重なる	15 19	12 19	いいえ	一致	割れた	3	3	jmdict	はい
出払う	部分的に重なる	15 17	12 15	いいえ	割れた	割れた	3	3	jmdict	いいえ
分かれる	部分的に重なる	15 17	11 15	いいえ	割れた	一致	3	3	jmdict	はい
分かれ出る	部分的に重なる	15 17	11 12 15	いいえ	一致	割れた	3	3	jmdict	いいえ
分捕る	部分的に重なる	34 37	35 37	いいえ	一致	割れた	3	3	jmdict	はい
切りつける	部分的に重なる	15 34	15 35	いいえ	一致	一致	3	3	jmdict	いいえ
切り伏せる	部分的に重なる	15 34	15 35	いいえ	一致	割れた	3	3	jmdict	いいえ
切り殺す	部分的に重なる	15 34	15 57	いいえ	割れた	一致	3	3	jmdict	いいえ
切り組む	部分的に重なる	15 35	15 38	いいえ	割れた	割れた	3	3	jmdict	いいえ
切り込む	部分的に重なる	15 34	15 17 31	いいえ	一致	割れた	3	3	jmdict	はい
切り進む	部分的に重なる	15 34	15 17	いいえ	割れた	一致	3	3	jmdict	いいえ
刈り上げる	部分的に重なる	15 33	15 56	いいえ	一致	割れた	3	3	jmdict	いいえ
刈り葺く	部分的に重なる	15 33	15 38	いいえ	割れた	一致	3	3	jmdict	いいえ
刺し殺す	部分的に重なる	15 34	15 57	いいえ	割れた	一致	3	3	jmdict	はい
刻みつける	部分的に重なる	15 32	15 30	いいえ	一致	割れた	3	3	jmdict	いいえ
刻み込む	部分的に重なる	15 32	15 30	いいえ	割れた	割れた	3	3	jmdict	いいえ
割り込む	部分的に重なる	15 35	17 35	いいえ	一致	一致	3	3	jmdict	はい
力む	部分的に重なる	14 33	14 56	いいえ	一致	割れた	3	3	jmdict	はい
加わる	部分的に重なる	15 35	19 35	いいえ	一致	割れた	3	3	jmdict	はい
励ます	部分的に重なる	30 34	30 35	いいえ	割れた	割れた	3	3	jmdict	はい
動かす	部分的に重なる	15 34	15 30 36	いいえ	割れた	割れた	3	3	jmdict	はい
動き回る	部分的に重なる	15 33	15 17	いいえ	割れた	割れた	3	3	jmdict	はい
募る	部分的に重なる	19 30	30 35	いいえ	割れた	割れた	3	3	jmdict	はい
勧める	部分的に重なる	31 36	31 34	いいえ	一致	割れた	3	3	jmdict	はい
包み飾る	部分的に重なる	15 32	32 33	いいえ	割れた	割れた	3	3	jmdict	いいえ
卸す	部分的に重なる	37 38	15 37	いいえ	割れた	割れた	3	3	jmdict	はい
参る	部分的に重なる	30 34	17 34 56 57	いいえ	割れた	割れた	3	3	jmdict	はい
及ぶ	部分的に重なる	11 15	15 17 19	いいえ	割れた	一致	3	3	jmdict	はい
収める	部分的に重なる	15 36	15 34 37	いいえ	割れた	割れた	3	3	jmdict	はい
取って参る	部分的に重なる	15 37	17 37	いいえ	一致	割れた	3	3	jmdict	いいえ
取りこぼす	部分的に重なる	15 19	19 34	いいえ	割れた	割れた	3	3	jmdict	はい
取りまとめる	部分的に重なる	15 34	15 38	いいえ	割れた	割れた	3	3	jmdict	はい
取り上げる	部分的に重なる	15 34	15 31 36	いいえ	割れた	割れた	3	3	jmdict	はい
取り付ける	部分的に重なる	15 37	15 35	いいえ	一致	割れた	3	3	jmdict	いいえ
取り入れる	部分的に重なる	15 37	15 30 38	いいえ	割れた	割れた	3	3	jmdict	はい
取り分ける	部分的に重なる	15 37	15 19	いいえ	一致	割れた	3	3	jmdict	いいえ
取り切る	部分的に重なる	15 37	15 19	いいえ	一致	割れた	2	3	jmdict	いいえ
取り合わせる	部分的に重なる	15 32	11 15	いいえ	一致	一致	3	3	jmdict	はい
取り回す	部分的に重なる	15 33	15 38	いいえ	一致	割れた	3	3	jmdict	いいえ
取り扱う	部分的に重なる	15 38	33 38	いいえ	割れた	割れた	3	3	jmdict	はい
取り押さえる	部分的に重なる	34 35	14 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
取り損なう	部分的に重なる	15 34	34 37	いいえ	割れた	一致	3	3	jmdict	いいえ
取り決める	部分的に重なる	34 36	34 35	いいえ	割れた	割れた	3	3	jmdict	はい
取り潰す	部分的に重なる	15 36	15 38	いいえ	割れた	割れた	3	3	jmdict	いいえ
取り留める	部分的に重なる	15 34	15 57	いいえ	一致	割れた	3	3	jmdict	はい
受け止める	部分的に重なる	15 34 35	15 30	いいえ	割れた	一致	3	3	jmdict	はい
受け渡す	部分的に重なる	15 37	35 37	いいえ	割れた	割れた	3	3	jmdict	いいえ
受け続ける	部分的に重なる	15 34	15 37	いいえ	割れた	一致	3	3	jmdict	いいえ
口付ける	部分的に重なる	33 35	35 56	いいえ	一致	一致	2	3	jmdict	いいえ
古び衰える	部分的に重なる	15 50	14 15	いいえ	割れた	割れた	3	3	jmdict	はい
叩き伏せる	部分的に重なる	15 34	15 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
叩き出す	部分的に重なる	15 34	15 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
叩き殺す	部分的に重なる	15 34	15 57	いいえ	割れた	一致	3	3	jmdict	いいえ
叩き起こす	部分的に重なる	15 33	15 57	いいえ	一致	一致	3	3	jmdict	いいえ
叫びだす	部分的に重なる	31 33	15 31	いいえ	一致	割れた	3	3	jmdict	いいえ
合う	部分的に重なる	11 15	11 13 35	いいえ	割れた	割れた	3	3	jmdict	はい
合わす	部分的に重なる	15 35	11 15	いいえ	割れた	割れた	3	3	jmdict	はい
合わせる	部分的に重なる	15 35	11 13 15	いいえ	割れた	割れた	3	3	jmdict	はい
吊り出す	部分的に重なる	15 34	15 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
吐きかける	部分的に重なる	15 33	15 56	いいえ	割れた	割れた	3	3	jmdict	いいえ
吐き散らす	部分的に重なる	31 33	15 31	いいえ	一致	一致	3	3	jmdict	いいえ
吐く	部分的に重なる	33 56	31 56	いいえ	割れた	割れた	3	3	jmdict	はい
向かい合わせる	部分的に重なる	15 17	17 35	いいえ	一致	割れた	3	3	jmdict	いいえ
向かう	部分的に重なる	15 17	17 35	いいえ	一致	割れた	3	3	jmdict	はい
向く	部分的に重なる	15 17	13 17	いいえ	一致	割れた	3	3	jmdict	はい
否む	部分的に重なる	10 31	10 34	いいえ	一致	割れた	3	3	jmdict	いいえ
含ます	部分的に重なる	15 30	15 19	いいえ	割れた	割れた	3	3	jmdict	いいえ
吹かす	部分的に重なる	15 31	31 33 51	いいえ	割れた	割れた	3	3	jmdict	はい
吹き上がる	部分的に重なる	15 50	15 51	いいえ	一致	一致	3	3	jmdict	いいえ
吹き上げる	部分的に重なる	15 50	15 51	いいえ	一致	一致	3	3	jmdict	いいえ
吹き出す	部分的に重なる	15 31	15 30 51	いいえ	一致	一致	3	3	jmdict	はい
吹き始める	部分的に重なる	15 50	15 51	いいえ	一致	割れた	3	3	jmdict	いいえ
吹き寄せる	部分的に重なる	15 50	15 51	いいえ	割れた	一致	3	3	jmdict	いいえ
吹き散らす	部分的に重なる	15 50	15 51	いいえ	割れた	割れた	3	3	jmdict	いいえ
吹き込む	部分的に重なる	15 31	15 30 32	いいえ	一致	割れた	3	3	jmdict	はい
吹き通す	部分的に重なる	15 50	15 51	いいえ	一致	割れた	3	3	jmdict	いいえ
吹っかける	部分的に重なる	15 35	35 37	いいえ	割れた	割れた	3	3	jmdict	いいえ
味あう	部分的に重なる	30 33	30 56	いいえ	一致	一致	3	3	jmdict	いいえ
味わう	部分的に重なる	30 33	30 56	いいえ	一致	一致	3	3	jmdict	はい
呼び回る	部分的に重なる	31 35	17 31	いいえ	割れた	割れた	3	3	jmdict	いいえ
呼び寄せる	部分的に重なる	15 31	31 35	いいえ	一致	割れた	3	3	jmdict	はい
呼び慣れる	部分的に重なる	31 33	30 31	いいえ	割れた	割れた	3	3	jmdict	いいえ
呼び止める	部分的に重なる	31 35	15 31	いいえ	割れた	割れた	3	3	jmdict	はい
呼び起こす	部分的に重なる	15 31	15 30	いいえ	一致	割れた	3	3	jmdict	はい
呼び込む	部分的に重なる	15 31 35	15 31 38	いいえ	割れた	割れた	3	3	jmdict	はい
命じ終わる	部分的に重なる	16 36	15 36	いいえ	割れた	一致	3	3	jmdict	いいえ
和める	部分的に重なる	30 35	13 30	いいえ	割れた	割れた	3	3	jmdict	いいえ
咲き残る	部分的に重なる	15 57	12 57	いいえ	一致	割れた	3	3	jmdict	いいえ
喜び歌う	部分的に重なる	30 31	30 32	いいえ	割れた	割れた	3	3	jmdict	いいえ
嗅ぎつける	部分的に重なる	30 34	30 56	いいえ	一致	割れた	3	3	jmdict	いいえ
嗅ぎ分ける	部分的に重なる	30 56	11 56	いいえ	一致	割れた	3	3	jmdict	いいえ
嗅ぎ回る	部分的に重なる	15 33	15 56	いいえ	割れた	一致	3	3	jmdict	いいえ
嗅ぎ当てる	部分的に重なる	30 34	30 56	いいえ	割れた	割れた	3	3	jmdict	いいえ
噛ませる	部分的に重なる	15 33	15 35 56	いいえ	割れた	割れた	3	3	jmdict	いいえ
噛みしだく	部分的に重なる	15 33	15 56	いいえ	割れた	割れた	3	3	jmdict	いいえ
噛み切る	部分的に重なる	15 33	15 56	いいえ	一致	一致	3	3	jmdict	いいえ
噛み合う	部分的に重なる	11 35	11 13	いいえ	割れた	割れた	3	3	jmdict	いいえ
噛み潰す	部分的に重なる	15 33	15 56	いいえ	割れた	一致	3	3	jmdict	いいえ
噛み締める	部分的に重なる	30 33	30 56	いいえ	割れた	一致	3	3	jmdict	いいえ
囲い込む	部分的に重なる	15 36	17 36	いいえ	割れた	割れた	3	3	jmdict	いいえ
垂れ込む	部分的に重なる	15 31	31 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
垂れ込める	部分的に重なる	15 17	17 51	いいえ	一致	割れた	3	3	jmdict	いいえ
垢抜ける	部分的に重なる	15 33	13 15	いいえ	割れた	割れた	3	3	jmdict	いいえ
埋ける	部分的に重なる	15 17	15 51	いいえ	割れた	一致	3	3	jmdict	いいえ
埋まる	部分的に重なる	15 17	12 17	いいえ	一致	割れた	3	3	jmdict	はい
堕ちる	部分的に重なる	15 34	15 30	いいえ	一致	割れた	3	3	jmdict	いいえ
売り広める	部分的に重なる	37 38	31 37	いいえ	一致	割れた	3	3	jmdict	いいえ
売り急ぐ	部分的に重なる	15 37	16 37	いいえ	割れた	一致	3	3	jmdict	いいえ
売れ切れる	部分的に重なる	15 37	12 37	いいえ	割れた	割れた	3	3	jmdict	いいえ
売れ残る	部分的に重なる	15 37	12 37	いいえ	一致	一致	3	3	jmdict	いいえ
大人びる	部分的に重なる	13 15	15 57	いいえ	割れた	割れた	3	3	jmdict	いいえ
失う	部分的に重なる	15 37	12 37 57	いいえ	一致	割れた	3	3	jmdict	はい
奉じる	部分的に重なる	34 36	30 36	いいえ	一致	一致	3	3	jmdict	いいえ
嬲り殺す	部分的に重なる	34 35	35 57	いいえ	割れた	割れた	3	3	jmdict	いいえ
定める	部分的に重なる	34 36	30 36	いいえ	割れた	割れた	3	3	jmdict	はい
宛てる	部分的に重なる	15 17	17 31	いいえ	割れた	割れた	3	3	jmdict	いいえ
実る	部分的に重なる	15 57	34 57	いいえ	割れた	一致	3	3	jmdict	はい
宿す	部分的に重なる	12 15	12 30 57	いいえ	割れた	一致	3	3	jmdict	はい
寄せては返す	部分的に重なる	15 17	15 50	いいえ	一致	割れた	3	3	jmdict	いいえ
寄せ合う	部分的に重なる	15 35	17 35	いいえ	一致	割れた	3	3	jmdict	いいえ
寄り付く	部分的に重なる	15 17	17 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
寄越す	部分的に重なる	15 37	35 37	いいえ	一致	割れた	3	3	jmdict	はい
寝損なう	部分的に重なる	33 34	34 57	いいえ	割れた	割れた	3	3	jmdict	いいえ
寝静まる	部分的に重なる	15 33	15 57	いいえ	割れた	割れた	3	3	jmdict	はい
射し込む	部分的に重なる	15 17	17 50	いいえ	一致	割れた	3	3	jmdict	いいえ
尋ねる	部分的に重なる	31 35	17 31	いいえ	一致	一致	3	3	jmdict	はい
導く	部分的に重なる	15 36	17 36	いいえ	割れた	割れた	3	3	jmdict	はい
就く	部分的に重なる	34 38	33 38	いいえ	割れた	割れた	3	3	jmdict	はい
尽かす	部分的に重なる	15 19	19 30	いいえ	割れた	一致	3	3	jmdict	いいえ
尽き果てる	部分的に重なる	15 19	12 19	いいえ	割れた	割れた	3	3	jmdict	いいえ
居続ける	部分的に重なる	15 16	12 16	いいえ	割れた	割れた	3	3	jmdict	いいえ
届ける	部分的に重なる	15 17	15 31	いいえ	割れた	割れた	3	3	jmdict	はい
山なす	部分的に重なる	15 19	12 19	いいえ	割れた	割れた	3	3	jmdict	いいえ
差し付ける	部分的に重なる	15 36	15 35	いいえ	割れた	割れた	3	3	jmdict	いいえ
差し入れる	部分的に重なる	15 37	15 35	いいえ	割れた	割れた	3	3	jmdict	はい
差し向ける	部分的に重なる	15 36	15 17	いいえ	割れた	一致	3	3	jmdict	いいえ
差し回す	部分的に重なる	15 36	15 17	いいえ	一致	割れた	3	3	jmdict	いいえ
